รหัสจังหวัด,province_clean,เขต,หมายเลข_clean,party_name_clean,คะแนน,First_digit
44,มหาสารคาม,1,8,ประชาธิปไตยใหม่,318,3
44,มหาสารคาม,1,9,เพื่อไทย,22459,2
44,มหาสารคาม,1,10,ทางเลือกใหม่,371,3
44,มหาสารคาม,1,11,เศรษฐกิจ,2737,2
44,มหาสารคาม,1,12,เสรีรวมไทย,807,8
44,มหาสารคาม,1,13,รวมพลังประชาชน,464,4
44,มหาสารคาม,1,14,ท้องที่ไทย,106,1
44,มหาสารคาม,1,15,อนาคตไทย,62,6
44,มหาสารคาม,1,16,พลังเพื่อไทย,270,2
44,มหาสารคาม,1,17,ไทยชนะ,95,9
44,มหาสารคาม,1,18,พลังสังคมใหม่,21,2
44,มหาสารคาม,1,19,สังคมประชาธิปไตยไทย,38,3
44,มหาสารคาม,1,20,ฟิวชัน,25,2
44,มหาสารคาม,1,21,ไทยรวมพลัง,60,6
44,มหาสารคาม,1,22,ก้าวอิสระ,29,2
44,มหาสารคาม,1,23,ปวงชนไทย,29,2
44,มหาสารคาม,1,24,วินัยไทย,48,4
44,มหาสารคาม,1,25,เพื่อชีวิตใหม่,20,2
44,มหาสารคาม,1,26,คลองไทย,48,4
44,มหาสารคาม,1,27,ประชาธิปัตย์,2075,2
44,มหาสารคาม,1,28,ไทยก้าวหน้า,163,1
44,มหาสารคาม,1,29,ไทยภักดี,479,4
44,มหาสารคาม,1,30,แรงงานสร้างชาติ,96,9
44,มหาสารคาม,1,31,ประชากรไทย,117,1
44,มหาสารคาม,1,32,ครูไทยเพื่อประชาชน,139,1
44,มหาสารคาม,1,33,ประชาชาติ,120,1
44,มหาสารคาม,1,34,สร้างอนาคตไทย,100,1
44,มหาสารคาม,1,35,รักชาติ,209,2
44,มหาสารคาม,1,36,ไทยพร้อม,230,2
44,มหาสารคาม,1,37,ภูมิใจไทย,15716,1
44,มหาสารคาม,1,38,พลังธรรมใหม่,340,3
44,มหาสารคาม,1,39,กรีน,58,5
44,มหาสารคาม,1,40,ไทยธรรม,55,5
44,มหาสารคาม,1,41,แผ่นดินธรรม,42,4
44,มหาสารคาม,1,42,กล้าธรรม,920,9
44,มหาสารคาม,1,43,พลังประชารัฐ,134,1
44,มหาสารคาม,1,44,โอกาสใหม่,55,5
44,มหาสารคาม,1,45,เป็นธรรม,94,9
44,มหาสารคาม,1,46,ประชาชน,27903,2
44,มหาสารคาม,1,47,ประชาไทย,133,1
44,มหาสารคาม,1,48,ไทยสร้างไทย,572,5
44,มหาสารคาม,1,49,ไทยก้าวใหม่,352,3
44,มหาสารคาม,1,50,ประชาอาสาชาติ,8,8
44,มหาสารคาม,1,51,พร้อม,39,3
44,มหาสารคาม,1,52,เครือข่ายชาวนาแห่งประเทศไทย,14,1
44,มหาสารคาม,1,53,ไทยภักดีธรรม,9,9
44,มหาสารคาม,1,54,ความหวังใหม่,35,3
44,มหาสารคาม,1,55,ไทยรวมไทย,15,1
44,มหาสารคาม,1,56,เพื่อบ้านเมือง,21,2
44,มหาสารคาม,1,57,พลังไทยรักชาติ,44,4
44,มหาสารคาม,1,58,รักษ์ธรรม,N/A,
44,มหาสารคาม,1,59,รวมพลัง,N/A,
44,มหาสารคาม,1,60,สัมมาธิปไตย,N/A,
44,มหาสารคาม,2,1,ไทยทรัพย์ทวี,661,6
44,มหาสารคาม,2,2,เพื่อชาติไทย,1295,1
44,มหาสารคาม,2,3,ใหม่,321,3
44,มหาสารคาม,2,4,มิติใหม่,1304,1
44,มหาสารคาม,2,5,รวมใจไทย,3191,3
44,มหาสารคาม,2,6,รวมไทยสร้างชาติ,946,9
44,มหาสารคาม,2,7,พลวัต,110,1
44,มหาสารคาม,2,8,ประชาธิปไตยใหม่,747,7
44,มหาสารคาม,2,9,เพื่อไทย,23466,2
44,มหาสารคาม,2,10,ทางเลือกใหม่,308,3
44,มหาสารคาม,2,11,เศรษฐกิจ,2493,2
44,มหาสารคาม,2,12,เสรีรวมไทย,444,4
44,มหาสารคาม,2,13,รวมพลังประชาชน,562,5
44,มหาสารคาม,2,14,ท้องที่ไทย,76,7
44,มหาสารคาม,2,15,อนาคตไทย,64,6
44,มหาสารคาม,2,16,พลังเพื่อไทย,327,3
44,มหาสารคาม,2,17,ไทยชนะ,129,1
44,มหาสารคาม,2,18,พลังสังคมใหม่,20,2
44,มหาสารคาม,2,19,สังคมประชาธิปไตยไทย,35,3
44,มหาสารคาม,2,20,ฟิวชัน,23,2
44,มหาสารคาม,2,21,ไทยรวมพลัง,53,5
44,มหาสารคาม,2,22,ก้าวอิสระ,20,2
44,มหาสารคาม,2,23,ปวงชนไทย,36,3
44,มหาสารคาม,2,24,วินัยไทย,48,4
44,มหาสารคาม,2,25,เพื่อชีวิตใหม่,43,4
44,มหาสารคาม,2,26,คลองไทย,60,6
44,มหาสารคาม,2,27,ประชาธิปัตย์,1652,1
44,มหาสารคาม,2,28,ไทยก้าวหน้า,131,1
44,มหาสารคาม,2,29,ไทยภักดี,201,2
44,มหาสารคาม,2,30,แรงงานสร้างชาติ,120,1
44,มหาสารคาม,2,31,ประชากรไทย,189,1
44,มหาสารคาม,2,32,ครูไทยเพื่อประชาชน,191,1
44,มหาสารคาม,2,33,ประชาชาติ,224,2
44,มหาสารคาม,2,34,สร้างอนาคตไทย,322,3
44,มหาสารคาม,2,35,รักชาติ,149,1
44,มหาสารคาม,2,36,ไทยพร้อม,155,1
44,มหาสารคาม,2,37,ภูมิใจไทย,14878,1
44,มหาสารคาม,2,38,พลังธรรมใหม่,428,4
44,มหาสารคาม,2,39,กรีน,30,3
44,มหาสารคาม,2,40,ไทยธรรม,79,7
44,มหาสารคาม,2,41,แผ่นดินธรรม,20,2
44,มหาสารคาม,2,42,กล้าธรรม,347,3
44,มหาสารคาม,2,43,พลังประชารัฐ,728,7
44,มหาสารคาม,2,44,โอกาสใหม่,37,3
44,มหาสารคาม,2,45,เป็นธรรม,78,7
44,มหาสารคาม,2,46,ประชาชน,19526,1
44,มหาสารคาม,2,47,ประชาไทย,123,1
44,มหาสารคาม,2,48,ไทยสร้างไทย,662,6
44,มหาสารคาม,2,49,ไทยก้าวใหม่,211,2
44,มหาสารคาม,2,50,ประชาอาสาชาติ,6,6
44,มหาสารคาม,2,51,พร้อม,39,3
44,มหาสารคาม,2,52,เครือข่ายชาวนาแห่งประเทศไทย,13,1
44,มหาสารคาม,2,53,ไทยภักดีธรรม,4,4
44,มหาสารคาม,2,54,ความหวังใหม่,32,3
44,มหาสารคาม,2,55,ไทยรวมไทย,25,2
44,มหาสารคาม,2,56,เพื่อบ้านเมือง,39,3
44,มหาสารคาม,2,57,พลังไทยรักชาติ,57,5
44,มหาสารคาม,2,58,รักษ์ธรรม,N/A,
44,มหาสารคาม,2,59,รวมพลัง,N/A,
44,มหาสารคาม,2,60,สัมมาธิปไตย,N/A,
44,มหาสารคาม,3,1,ไทยทรัพย์ทวี,399,3
44,มหาสารคาม,3,2,เพื่อชาติไทย,1231,1
44,มหาสารคาม,3,3,ใหม่,200,2
44,มหาสารคาม,3,4,มิติใหม่,119,1
44,มหาสารคาม,3,5,รวมใจไทย,2253,2
44,มหาสารคาม,3,6,รวมไทยสร้างชาติ,2418,2
44,มหาสารคาม,3,7,พลวัต,125,1
44,มหาสารคาม,3,8,ประชาธิปไตยใหม่,346,3
44,มหาสารคาม,3,9,เพื่อไทย,31250,3
44,มหาสารคาม,3,10,ทางเลือกใหม่,273,2
44,มหาสารคาม,3,11,เศรษฐกิจ,2686,2
44,มหาสารคาม,3,12,เสรีรวมไทย,367,3
44,มหาสารคาม,3,13,รวมพลังประชาชน,306,3
44,มหาสารคาม,3,14,ท้องที่ไทย,182,1
44,มหาสารคาม,3,15,อนาคตไทย,66,6
44,มหาสารคาม,3,16,พลังเพื่อไทย,313,3
44,มหาสารคาม,3,17,ไทยชนะ,92,9
44,มหาสารคาม,3,18,พลังสังคมใหม่,19,1
44,มหาสารคาม,3,19,สังคมประชาธิปไตยไทย,38,3
44,มหาสารคาม,3,20,ฟิวชัน,23,2
44,มหาสารคาม,3,21,ไทยรวมพลัง,49,4
44,มหาสารคาม,3,22,ก้าวอิสระ,25,2
44,มหาสารคาม,3,23,ปวงชนไทย,40,4
44,มหาสารคาม,3,24,วินัยไทย,46,4
44,มหาสารคาม,3,25,เพื่อชีวิตใหม่,16,1
44,มหาสารคาม,3,26,คลองไทย,94,9
44,มหาสารคาม,3,27,ประชาธิปัตย์,1371,1
44,มหาสารคาม,3,28,ไทยก้าวหน้า,96,9
44,มหาสารคาม,3,29,ไทยภักดี,228,2
44,มหาสารคาม,3,30,แรงงานสร้างชาติ,93,9
44,มหาสารคาม,3,31,ประชากรไทย,173,1
44,มหาสารคาม,3,32,ครูไทยเพื่อประชาชน,90,9
44,มหาสารคาม,3,33,ประชาชาติ,75,7
44,มหาสารคาม,3,34,สร้างอนาคตไทย,248,2
44,มหาสารคาม,3,35,รักชาติ,216,2
44,มหาสารคาม,3,36,ไทยพร้อม,185,1
44,มหาสารคาม,3,37,ภูมิใจไทย,17959,1
44,มหาสารคาม,3,38,พลังธรรมใหม่,598,5
44,มหาสารคาม,3,39,กรีน,45,4
44,มหาสารคาม,3,40,ไทยธรรม,68,6
44,มหาสารคาม,3,41,แผ่นดินธรรม,12,1
44,มหาสารคาม,3,42,กล้าธรรม,137,1
44,มหาสารคาม,3,43,พลังประชารัฐ,103,1
44,มหาสารคาม,3,44,โอกาสใหม่,31,3
44,มหาสารคาม,3,45,เป็นธรรม,44,4
44,มหาสารคาม,3,46,ประชาชน,17656,1
44,มหาสารคาม,3,47,ประชาไทย,76,7
44,มหาสารคาม,3,48,ไทยสร้างไทย,418,4
44,มหาสารคาม,3,49,ไทยก้าวใหม่,147,1
44,มหาสารคาม,3,50,ประชาอาสาชาติ,11,1
44,มหาสารคาม,3,51,พร้อม,37,3
44,มหาสารคาม,3,52,เครือข่ายชาวนาแห่งประเทศไทย,16,1
44,มหาสารคาม,3,53,ไทยภักดีธรรม,11,1
44,มหาสารคาม,3,54,ความหวังใหม่,17,1
44,มหาสารคาม,3,55,ไทยรวมไทย,10,1
44,มหาสารคาม,3,56,เพื่อบ้านเมือง,22,2
44,มหาสารคาม,3,58,รักษ์ธรรม,N/A,
44,มหาสารคาม,3,59,รวมพลัง,N/A,
44,มหาสารคาม,3,60,สัมมาธิปไตย,N/A,
44,มหาสารคาม,3,57,พลังไทยรักชาติ,N/A,
44,มหาสารคาม,4,1,ไทยทรัพย์ทวี,1177,1
44,มหาสารคาม,4,2,เพื่อชาติไทย,1383,1
44,มหาสารคาม,4,3,ใหม่,1967,1
44,มหาสารคาม,4,4,มิติใหม่,190,1
44,มหาสารคาม,4,5,รวมใจไทย,658,6
44,มหาสารคาม,4,6,รวมไทยสร้างชาติ,2537,2
44,มหาสารคาม,4,7,พลวัต,92,9
44,มหาสารคาม,4,8,ประชาธิปไตยใหม่,379,3
44,มหาสารคาม,4,9,เพื่อไทย,24851,2
44,มหาสารคาม,4,10,ทางเลือกใหม่,424,4
44,มหาสารคาม,4,11,เศรษฐกิจ,2756,2
44,มหาสารคาม,4,12,เสรีรวมไทย,448,4
44,มหาสารคาม,4,13,รวมพลังประชาชน,425,4
44,มหาสารคาม,4,14,ท้องที่ไทย,78,7
44,มหาสารคาม,4,15,อนาคตไทย,61,6
44,มหาสารคาม,4,16,พลังเพื่อไทย,197,1
44,มหาสารคาม,4,17,ไทยชนะ,100,1
44,มหาสารคาม,4,18,พลังสังคมใหม่,21,2
44,มหาสารคาม,4,19,สังคมประชาธิปไตยไทย,35,3
44,มหาสารคาม,4,20,ฟิวชัน,23,2
44,มหาสารคาม,4,21,ไทยรวมพลัง,43,4
44,มหาสารคาม,4,22,ก้าวอิสระ,27,2
44,มหาสารคาม,4,24,วินัยไทย,107,1
44,มหาสารคาม,4,23,ปวงชนไทย,54,5
44,มหาสารคาม,4,25,เพื่อชีวิตใหม่,18,1
44,มหาสารคาม,4,26,คลองไทย,75,7
44,มหาสารคาม,4,27,ประชาธิปัตย์,1565,1
44,มหาสารคาม,4,28,ไทยก้าวหน้า,107,1
44,มหาสารคาม,4,29,ไทยภักดี,226,2
44,มหาสารคาม,4,30,แรงงานสร้างชาติ,156,1
44,มหาสารคาม,4,31,ประชากรไทย,185,1
44,มหาสารคาม,4,32,ครูไทยเพื่อประชาชน,257,2
44,มหาสารคาม,4,33,ประชาชาติ,108,1
44,มหาสารคาม,4,34,สร้างอนาคตไทย,111,1
44,มหาสารคาม,4,35,รักชาติ,166,1
44,มหาสารคาม,4,36,ไทยพร้อม,173,1
44,มหาสารคาม,4,37,ภูมิใจไทย,14921,1
44,มหาสารคาม,4,38,พลังธรรมใหม่,493,4
44,มหาสารคาม,4,39,กรีน,64,6
44,มหาสารคาม,4,40,ไทยธรรม,60,6
44,มหาสารคาม,4,41,แผ่นดินธรรม,31,3
44,มหาสารคาม,4,42,กล้าธรรม,2598,2
44,มหาสารคาม,4,43,พลังประชารัฐ,140,1
44,มหาสารคาม,4,44,โอกาสใหม่,63,6
44,มหาสารคาม,4,45,เป็นธรรม,64,6
44,มหาสารคาม,4,46,ประชาชน,19132,1
44,มหาสารคาม,4,47,ประชาไทย,122,1
44,มหาสารคาม,4,48,ไทยสร้างไทย,497,4
44,มหาสารคาม,4,49,ไทยก้าวใหม่,161,1
44,มหาสารคาม,4,50,ประชาอาสาชาติ,6,6
44,มหาสารคาม,4,51,พร้อม,32,3
44,มหาสารคาม,4,52,เครือข่ายชาวนาแห่งประเทศไทย,15,1
44,มหาสารคาม,4,53,ไทยภักดีธรรม,10,1
44,มหาสารคาม,4,54,ความหวังใหม่,22,2
44,มหาสารคาม,4,55,ไทยรวมไทย,17,1
44,มหาสารคาม,4,56,เพื่อบ้านเมือง,29,2
44,มหาสารคาม,4,58,รักษ์ธรรม,N/A,
44,มหาสารคาม,4,59,รวมพลัง,N/A,
44,มหาสารคาม,4,60,สัมมาธิปไตย,N/A,
44,มหาสารคาม,4,57,พลังไทยรักชาติ,N/A,
44,มหาสารคาม,5,2,เพื่อชาติไทย,2144,2
44,มหาสารคาม,5,1,ไทยทรัพย์ทวี,2398,2
44,มหาสารคาม,5,3,ใหม่,583,5
44,มหาสารคาม,5,4,มิติใหม่,280,2
44,มหาสารคาม,5,5,รวมใจไทย,487,4
44,มหาสารคาม,5,6,รวมไทยสร้างชาติ,1706,1
44,มหาสารคาม,5,7,พลวัต,228,2
44,มหาสารคาม,5,8,ประชาธิปไตยใหม่,366,3
44,มหาสารคาม,5,9,เพื่อไทย,28008,2
44,มหาสารคาม,5,10,ทางเลือกใหม่,515,5
44,มหาสารคาม,5,11,เศรษฐกิจ,3747,3
44,มหาสารคาม,5,12,เสรีรวมไทย,505,5
44,มหาสารคาม,5,13,รวมพลังประชาชน,694,6
44,มหาสารคาม,5,14,ท้องที่ไทย,41,4
44,มหาสารคาม,5,15,อนาคตไทย,95,9
44,มหาสารคาม,5,16,พลังเพื่อไทย,284,2
44,มหาสารคาม,5,17,ไทยชนะ,119,1
44,มหาสารคาม,5,18,พลังสังคมใหม่,22,2
44,มหาสารคาม,5,19,สังคมประชาธิปไตยไทย,43,4
44,มหาสารคาม,5,20,ฟิวชัน,38,3
44,มหาสารคาม,5,21,ไทยรวมพลัง,53,5
44,มหาสารคาม,5,22,ก้าวอิสระ,37,3
44,มหาสารคาม,5,23,ปวงชนไทย,37,3
44,มหาสารคาม,5,24,วินัยไทย,59,5
44,มหาสารคาม,5,25,เพื่อชีวิตใหม่,31,3
44,มหาสารคาม,5,26,คลองไทย,143,1
44,มหาสารคาม,5,27,ประชาธิปัตย์,2087,2
44,มหาสารคาม,5,28,ไทยก้าวหน้า,657,6
44,มหาสารคาม,5,29,ไทยภักดี,243,2
44,มหาสารคาม,5,30,แรงงานสร้างชาติ,267,2
44,มหาสารคาม,5,31,ประชากรไทย,232,2
44,มหาสารคาม,5,32,ครูไทยเพื่อประชาชน,175,1
44,มหาสารคาม,5,33,ประชาชาติ,77,7
44,มหาสารคาม,5,34,สร้างอนาคตไทย,121,1
44,มหาสารคาม,5,35,รักชาติ,111,1
44,มหาสารคาม,5,36,ไทยพร้อม,121,1
44,มหาสารคาม,5,37,ภูมิใจไทย,7160,7
44,มหาสารคาม,5,38,พลังธรรมใหม่,525,5
44,มหาสารคาม,5,39,กรีน,52,5
44,มหาสารคาม,5,40,ไทยธรรม,72,7
44,มหาสารคาม,5,41,แผ่นดินธรรม,21,2
44,มหาสารคาม,5,42,กล้าธรรม,360,3
44,มหาสารคาม,5,43,พลังประชารัฐ,506,5
44,มหาสารคาม,5,44,โอกาสใหม่,47,4
44,มหาสารคาม,5,45,เป็นธรรม,88,8
44,มหาสารคาม,5,46,ประชาชน,21958,2
44,มหาสารคาม,5,47,ประชาไทย,102,1
44,มหาสารคาม,5,48,ไทยสร้างไทย,596,5
44,มหาสารคาม,5,49,ไทยก้าวใหม่,253,2
44,มหาสารคาม,5,50,ประชาอาสาชาติ,15,1
44,มหาสารคาม,5,51,พร้อม,55,5
44,มหาสารคาม,5,52,เครือข่ายชาวนาแห่งประเทศไทย,16,1
44,มหาสารคาม,5,53,ไทยภักดีธรรม,9,9
44,มหาสารคาม,5,54,ความหวังใหม่,24,2
44,มหาสารคาม,5,55,ไทยรวมไทย,14,1
44,มหาสารคาม,5,56,เพื่อบ้านเมือง,30,3
44,มหาสารคาม,5,57,พลังไทยรักชาติ,48,4
44,มหาสารคาม,5,58,รักษ์ธรรม,N/A,
44,มหาสารคาม,5,59,รวมพลัง,N/A,
44,มหาสารคาม,5,60,สัมมาธิปไตย,N/A,
44,มหาสารคาม,6,1,ไทยทรัพย์ทวี,1595,1
44,มหาสารคาม,6,2,เพื่อชาติไทย,1449,1
44,มหาสารคาม,6,3,ใหม่,251,2
44,มหาสารคาม,6,4,มิติใหม่,1374,1
44,มหาสารคาม,6,5,รวมใจไทย,460,4
44,มหาสารคาม,6,6,รวมไทยสร้างชาติ,915,9
44,มหาสารคาม,6,7,พลวัต,92,9
44,มหาสารคาม,6,8,ประชาธิปไตยใหม่,381,3
44,มหาสารคาม,6,9,เพื่อไทย,32155,3
44,มหาสารคาม,6,10,ทางเลือกใหม่,306,3
44,มหาสารคาม,6,11,เศรษฐกิจ,2490,2
44,มหาสารคาม,6,12,เสรีรวมไทย,494,4
44,มหาสารคาม,6,13,รวมพลังประชาชน,384,3
44,มหาสารคาม,6,14,ท้องที่ไทย,45,4
44,มหาสารคาม,6,15,อนาคตไทย,55,5
44,มหาสารคาม,6,16,พลังเพื่อไทย,241,2
44,มหาสารคาม,6,17,ไทยชนะ,77,7
44,มหาสารคาม,6,18,พลังสังคมใหม่,15,1
44,มหาสารคาม,6,19,สังคมประชาธิปไตยไทย,43,4
44,มหาสารคาม,6,20,ฟิวชัน,17,1
44,มหาสารคาม,6,21,ไทยรวมพลัง,49,4
44,มหาสารคาม,6,22,ก้าวอิสระ,34,3
44,มหาสารคาม,6,23,ปวงชนไทย,36,3
44,มหาสารคาม,6,24,วินัยไทย,35,3
44,มหาสารคาม,6,25,เพื่อชีวิตใหม่,17,1
44,มหาสารคาม,6,26,คลองไทย,35,3
44,มหาสารคาม,6,27,ประชาธิปัตย์,1184,1
44,มหาสารคาม,6,28,ไทยก้าวหน้า,115,1
44,มหาสารคาม,6,29,ไทยภักดี,282,2
44,มหาสารคาม,6,30,แรงงานสร้างชาติ,165,1
44,มหาสารคาม,6,31,ประชากรไทย,283,2
44,มหาสารคาม,6,32,ครูไทยเพื่อประชาชน,116,1
44,มหาสารคาม,6,33,ประชาชาติ,163,1
44,มหาสารคาม,6,34,สร้างอนาคตไทย,111,1
44,มหาสารคาม,6,35,รักชาติ,83,8
44,มหาสารคาม,6,36,ไทยพร้อม,144,1
44,มหาสารคาม,6,37,ภูมิใจไทย,17615,1
44,มหาสารคาม,6,38,พลังธรรมใหม่,453,4
44,มหาสารคาม,6,39,กรีน,81,8
44,มหาสารคาม,6,40,ไทยธรรม,41,4
44,มหาสารคาม,6,41,แผ่นดินธรรม,16,1
44,มหาสารคาม,6,42,กล้าธรรม,135,1
44,มหาสารคาม,6,43,พลังประชารัฐ,103,1
44,มหาสารคาม,6,44,โอกาสใหม่,32,3
44,มหาสารคาม,6,45,เป็นธรรม,47,4
44,มหาสารคาม,6,46,ประชาชน,20904,2
44,มหาสารคาม,6,47,ประชาไทย,81,8
44,มหาสารคาม,6,48,ไทยสร้างไทย,410,4
44,มหาสารคาม,6,49,ไทยก้าวใหม่,228,2
44,มหาสารคาม,6,50,ประชาอาสาชาติ,2,2
44,มหาสารคาม,6,51,พร้อม,26,2
44,มหาสารคาม,6,52,เครือข่ายชาวนาแห่งประเทศไทย,13,1
44,มหาสารคาม,6,53,ไทยภักดีธรรม,11,1
44,มหาสารคาม,6,54,ความหวังใหม่,25,2
44,มหาสารคาม,6,55,ไทยรวมไทย,18,1
44,มหาสารคาม,6,56,เพื่อบ้านเมือง,17,1
44,มหาสารคาม,6,57,พลังไทยรักชาติ,39,3
44,มหาสารคาม,6,58,รักษ์ธรรม,N/A,
44,มหาสารคาม,6,59,รวมพลัง,N/A,
44,มหาสารคาม,6,60,สัมมาธิปไตย,N/A,
45,ร้อยเอ็ด,1,1,ไทยทรัพย์ทวี,409,4
45,ร้อยเอ็ด,1,2,เพื่อชาติไทย,1166,1
45,ร้อยเอ็ด,1,3,ใหม่,184,1
45,ร้อยเอ็ด,1,4,มิติใหม่,740,7
45,ร้อยเอ็ด,1,5,รวมใจไทย,2269,2
45,ร้อยเอ็ด,1,6,รวมไทยสร้างชาติ,1337,1
45,ร้อยเอ็ด,1,7,พลวัต,92,9
45,ร้อยเอ็ด,1,8,ประชาธิปไตยใหม่,367,3
45,ร้อยเอ็ด,1,9,เพื่อไทย,21901,2
45,ร้อยเอ็ด,1,10,ทางเลือกใหม่,329,3
45,ร้อยเอ็ด,1,11,เศรษฐกิจ,2654,2
45,ร้อยเอ็ด,1,12,เสรีรวมไทย,895,8
45,ร้อยเอ็ด,1,13,รวมพลังประชาชน,456,4
45,ร้อยเอ็ด,1,14,ท้องที่ไทย,80,8
45,ร้อยเอ็ด,1,15,อนาคตไทย,95,9
45,ร้อยเอ็ด,1,16,พลังเพื่อไทย,191,1
45,ร้อยเอ็ด,1,17,ไทยชนะ,87,8
45,ร้อยเอ็ด,1,18,พลังสังคมใหม่,20,2
45,ร้อยเอ็ด,1,19,สังคมประชาธิปไตยไทย,28,2
45,ร้อยเอ็ด,1,20,ฟิวชัน,23,2
45,ร้อยเอ็ด,1,21,ไทยรวมพลัง,91,9
45,ร้อยเอ็ด,1,22,ก้าวอิสระ,32,3
45,ร้อยเอ็ด,1,23,ปวงชนไทย,44,4
45,ร้อยเอ็ด,1,24,วินัยไทย,182,1
45,ร้อยเอ็ด,1,25,เพื่อชีวิตใหม่,23,2
45,ร้อยเอ็ด,1,26,คลองไทย,51,5
45,ร้อยเอ็ด,1,27,ประชาธิปัตย์,2021,2
45,ร้อยเอ็ด,1,28,ไทยก้าวหน้า,121,1
45,ร้อยเอ็ด,1,29,ไทยภักดี,603,6
45,ร้อยเอ็ด,1,30,แรงงานสร้างชาติ,75,7
45,ร้อยเอ็ด,1,31,ประชากรไทย,125,1
45,ร้อยเอ็ด,1,32,ครูไทยเพื่อประชาชน,157,1
45,ร้อยเอ็ด,1,33,ประชาชาติ,130,1
45,ร้อยเอ็ด,1,34,สร้างอนาคตไทย,197,1
45,ร้อยเอ็ด,1,35,รักชาติ,175,1
45,ร้อยเอ็ด,1,36,ไทยพร้อม,131,1
45,ร้อยเอ็ด,1,37,ภูมิใจไทย,18873,1
45,ร้อยเอ็ด,1,38,พลังธรรมใหม่,370,3
45,ร้อยเอ็ด,1,39,กรีน,53,5
45,ร้อยเอ็ด,1,40,ไทยธรรม,43,4
45,ร้อยเอ็ด,1,41,แผ่นดินธรรม,51,5
45,ร้อยเอ็ด,1,42,กล้าธรรม,2364,2
45,ร้อยเอ็ด,1,43,พลังประชารัฐ,191,1
45,ร้อยเอ็ด,1,44,โอกาสใหม่,193,1
45,ร้อยเอ็ด,1,45,เป็นธรรม,79,7
45,ร้อยเอ็ด,1,46,ประชาชน,27641,2
45,ร้อยเอ็ด,1,47,ประชาไทย,147,1
45,ร้อยเอ็ด,1,48,ไทยสร้างไทย,1125,1
45,ร้อยเอ็ด,1,49,ไทยก้าวใหม่,251,2
45,ร้อยเอ็ด,1,50,ประชาอาสาชาติ,2,2
45,ร้อยเอ็ด,1,51,พร้อม,30,3
45,ร้อยเอ็ด,1,52,เครือข่ายชาวนาแห่งประเทศไทย,13,1
45,ร้อยเอ็ด,1,53,ไทยภักดีธรรม,13,1
45,ร้อยเอ็ด,1,54,ความหวังใหม่,27,2
45,ร้อยเอ็ด,1,55,ไทยรวมไทย,12,1
45,ร้อยเอ็ด,1,56,เพื่อบ้านเมือง,32,3
45,ร้อยเอ็ด,1,57,พลังไทยรักชาติ,49,4
45,ร้อยเอ็ด,1,58,รักษ์ธรรม,N/A,
45,ร้อยเอ็ด,1,59,รวมพลัง,N/A,
45,ร้อยเอ็ด,1,60,สัมมาธิปไตย,N/A,
45,ร้อยเอ็ด,2,1,ไทยทรัพย์ทวี,637,6
45,ร้อยเอ็ด,2,2,เพื่อชาติไทย,4397,4
45,ร้อยเอ็ด,2,3,ใหม่,628,6
45,ร้อยเอ็ด,2,4,มิติใหม่,1189,1
45,ร้อยเอ็ด,2,5,รวมใจไทย,678,6
45,ร้อยเอ็ด,2,6,รวมไทยสร้างชาติ,1059,1
45,ร้อยเอ็ด,2,7,พลวัต,125,1
45,ร้อยเอ็ด,2,8,ประชาธิปไตยใหม่,401,4
45,ร้อยเอ็ด,2,9,เพื่อไทย,28299,2
45,ร้อยเอ็ด,2,10,ทางเลือกใหม่,384,3
45,ร้อยเอ็ด,2,11,เศรษฐกิจ,2747,2
45,ร้อยเอ็ด,2,12,เสรีรวมไทย,553,5
45,ร้อยเอ็ด,2,13,รวมพลังประชาชน,696,6
45,ร้อยเอ็ด,2,14,ท้องที่ไทย,93,9
45,ร้อยเอ็ด,2,15,อนาคตไทย,68,6
45,ร้อยเอ็ด,2,16,พลังเพื่อไทย,273,2
45,ร้อยเอ็ด,2,17,ไทยชนะ,126,1
45,ร้อยเอ็ด,2,18,พลังสังคมใหม่,32,3
45,ร้อยเอ็ด,2,19,สังคมประชาธิปไตยไทย,40,4
45,ร้อยเอ็ด,2,20,ฟิวชัน,56,5
45,ร้อยเอ็ด,2,21,ไทยรวมพลัง,69,6
45,ร้อยเอ็ด,2,22,ก้าวอิสระ,102,1
45,ร้อยเอ็ด,2,23,ปวงชนไทย,61,6
45,ร้อยเอ็ด,2,24,วินัยไทย,296,2
45,ร้อยเอ็ด,2,25,เพื่อชีวิตใหม่,26,2
45,ร้อยเอ็ด,2,26,คลองไทย,68,6
45,ร้อยเอ็ด,2,27,ประชาธิปัตย์,1671,1
45,ร้อยเอ็ด,2,28,ไทยก้าวหน้า,159,1
45,ร้อยเอ็ด,2,29,ไทยภักดี,199,1
45,ร้อยเอ็ด,2,30,แรงงานสร้างชาติ,126,1
45,ร้อยเอ็ด,2,31,ประชากรไทย,381,3
45,ร้อยเอ็ด,2,32,ครูไทยเพื่อประชาชน,153,1
45,ร้อยเอ็ด,2,33,ประชาชาติ,212,2
45,ร้อยเอ็ด,2,34,สร้างอนาคตไทย,142,1
45,ร้อยเอ็ด,2,35,รักชาติ,86,8
45,ร้อยเอ็ด,2,36,ไทยพร้อม,123,1
45,ร้อยเอ็ด,2,37,ภูมิใจไทย,9064,9
45,ร้อยเอ็ด,2,38,พลังธรรมใหม่,433,4
45,ร้อยเอ็ด,2,39,กรีน,62,6
