รหัสจังหวัด,province_clean,เขต,หมายเลข_clean,party_name_clean,คะแนน,First_digit
30,นครราชสีมา,3,36,ไทยพร้อม,127,1
30,นครราชสีมา,3,37,ภูมิใจไทย,14485,1
30,นครราชสีมา,3,38,พลังธรรมใหม่,233,2
30,นครราชสีมา,3,39,กรีน,53,5
30,นครราชสีมา,3,40,ไทยธรรม,54,5
30,นครราชสีมา,3,41,แผ่นดินธรรม,19,1
30,นครราชสีมา,3,42,กล้าธรรม,170,1
30,นครราชสีมา,3,43,พลังประชารัฐ,218,2
30,นครราชสีมา,3,44,โอกาสใหม่,617,6
30,นครราชสีมา,3,45,เป็นธรรม,110,1
30,นครราชสีมา,3,46,ประชาชน,38269,3
30,นครราชสีมา,3,47,ประชาไทย,121,1
30,นครราชสีมา,3,48,ไทยสร้างไทย,454,4
30,นครราชสีมา,3,49,ไทยก้าวใหม่,349,3
30,นครราชสีมา,3,50,ประชาอาสาชาติ,9,9
30,นครราชสีมา,3,51,พร้อม,56,5
30,นครราชสีมา,3,52,เครือข่ายชาวนาแห่งประเทศไทย,16,1
30,นครราชสีมา,3,53,ไทยภักดีธรรม,16,1
30,นครราชสีมา,3,54,ความหวังใหม่,33,3
30,นครราชสีมา,3,55,ไทยรวมไทย,30,3
30,นครราชสีมา,3,56,เพื่อบ้านเมือง,52,5
30,นครราชสีมา,3,57,พลังไทยรักชาติ,58,5
30,นครราชสีมา,3,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,3,59,รวมพลัง,N/A,
30,นครราชสีมา,3,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,4,1,ไทยทรัพย์ทวี,420,4
30,นครราชสีมา,4,2,เพื่อชาติไทย,1853,1
30,นครราชสีมา,4,3,ใหม่,1085,1
30,นครราชสีมา,4,4,มิติใหม่,2642,2
30,นครราชสีมา,4,5,รวมใจไทย,1924,1
30,นครราชสีมา,4,6,รวมไทยสร้างชาติ,1981,1
30,นครราชสีมา,4,7,พลวัต,134,1
30,นครราชสีมา,4,8,ประชาธิปไตยใหม่,388,3
30,นครราชสีมา,4,9,เพื่อไทย,17928,1
30,นครราชสีมา,4,10,ทางเลือกใหม่,541,5
30,นครราชสีมา,4,11,เศรษฐกิจ,4237,4
30,นครราชสีมา,4,12,เสรีรวมไทย,391,3
30,นครราชสีมา,4,13,รวมพลังประชาชน,656,6
30,นครราชสีมา,4,14,ท้องที่ไทย,98,9
30,นครราชสีมา,4,15,อนาคตไทย,142,1
30,นครราชสีมา,4,16,พลังเพื่อไทย,225,2
30,นครราชสีมา,4,17,ไทยชนะ,131,1
30,นครราชสีมา,4,18,พลังสังคมใหม่,33,3
30,นครราชสีมา,4,19,สังคมประชาธิปไตยไทย,51,5
30,นครราชสีมา,4,20,ฟิวชัน,39,3
30,นครราชสีมา,4,21,ไทยรวมพลัง,101,1
30,นครราชสีมา,4,22,ก้าวอิสระ,36,3
30,นครราชสีมา,4,23,ปวงชนไทย,92,9
30,นครราชสีมา,4,24,วินัยไทย,52,5
30,นครราชสีมา,4,25,เพื่อชีวิตใหม่,25,2
30,นครราชสีมา,4,26,คลองไทย,54,5
30,นครราชสีมา,4,27,ประชาธิปัตย์,2809,2
30,นครราชสีมา,4,28,ไทยก้าวหน้า,115,1
30,นครราชสีมา,4,29,ไทยภักดี,458,4
30,นครราชสีมา,4,30,แรงงานสร้างชาติ,149,1
30,นครราชสีมา,4,31,ประชากรไทย,152,1
30,นครราชสีมา,4,32,ครูไทยเพื่อประชาชน,142,1
30,นครราชสีมา,4,33,ประชาชาติ,286,2
30,นครราชสีมา,4,34,สร้างอนาคตไทย,244,2
30,นครราชสีมา,4,35,รักชาติ,233,2
30,นครราชสีมา,4,36,ไทยพร้อม,181,1
30,นครราชสีมา,4,37,ภูมิใจไทย,13513,1
30,นครราชสีมา,4,38,พลังธรรมใหม่,264,2
30,นครราชสีมา,4,39,กรีน,55,5
30,นครราชสีมา,4,40,ไทยธรรม,58,5
30,นครราชสีมา,4,41,แผ่นดินธรรม,26,2
30,นครราชสีมา,4,42,กล้าธรรม,152,1
30,นครราชสีมา,4,43,พลังประชารัฐ,234,2
30,นครราชสีมา,4,44,โอกาสใหม่,2054,2
30,นครราชสีมา,4,45,เป็นธรรม,101,1
30,นครราชสีมา,4,46,ประชาชน,27663,2
30,นครราชสีมา,4,47,ประชาไทย,127,1
30,นครราชสีมา,4,48,ไทยสร้างไทย,365,3
30,นครราชสีมา,4,49,ไทยก้าวใหม่,239,2
30,นครราชสีมา,4,50,ประชาอาสาชาติ,16,1
30,นครราชสีมา,4,51,พร้อม,59,5
30,นครราชสีมา,4,52,เครือข่ายชาวนาแห่งประเทศไทย,19,1
30,นครราชสีมา,4,53,ไทยภักดีธรรม,21,2
30,นครราชสีมา,4,54,ความหวังใหม่,24,2
30,นครราชสีมา,4,55,ไทยรวมไทย,23,2
30,นครราชสีมา,4,56,เพื่อบ้านเมือง,43,4
30,นครราชสีมา,4,57,พลังไทยรักชาติ,111,1
30,นครราชสีมา,4,58,รักษ์ธรรม,0,0
30,นครราชสีมา,4,59,รวมพลัง,0,0
30,นครราชสีมา,4,60,สัมมาธิปไตย,0,0
30,นครราชสีมา,5,3,ใหม่,297,2
30,นครราชสีมา,5,1,ไทยทรัพย์ทวี,3264,3
30,นครราชสีมา,5,2,เพื่อชาติไทย,2075,2
30,นครราชสีมา,5,4,มิติใหม่,341,3
30,นครราชสีมา,5,5,รวมใจไทย,617,6
30,นครราชสีมา,5,6,รวมไทยสร้างชาติ,1517,1
30,นครราชสีมา,5,7,พลวัต,1949,1
30,นครราชสีมา,5,8,ประชาธิปไตยใหม่,524,5
30,นครราชสีมา,5,9,เพื่อไทย,18807,1
30,นครราชสีมา,5,10,ทางเลือกใหม่,448,4
30,นครราชสีมา,5,11,เศรษฐกิจ,4183,4
30,นครราชสีมา,5,12,เสรีรวมไทย,356,3
30,นครราชสีมา,5,13,รวมพลังประชาชน,464,4
30,นครราชสีมา,5,14,ท้องที่ไทย,58,5
30,นครราชสีมา,5,15,อนาคตไทย,71,7
30,นครราชสีมา,5,16,พลังเพื่อไทย,219,2
30,นครราชสีมา,5,17,ไทยชนะ,124,1
30,นครราชสีมา,5,18,พลังสังคมใหม่,27,2
30,นครราชสีมา,5,19,สังคมประชาธิปไตยไทย,34,3
30,นครราชสีมา,5,20,ฟิวชัน,26,2
30,นครราชสีมา,5,21,ไทยรวมพลัง,56,5
30,นครราชสีมา,5,22,ก้าวอิสระ,29,2
30,นครราชสีมา,5,23,ปวงชนไทย,59,5
30,นครราชสีมา,5,24,วินัยไทย,56,5
30,นครราชสีมา,5,25,เพื่อชีวิตใหม่,29,2
30,นครราชสีมา,5,26,คลองไทย,45,4
30,นครราชสีมา,5,27,ประชาธิปัตย์,2005,2
30,นครราชสีมา,5,28,ไทยก้าวหน้า,117,1
30,นครราชสีมา,5,29,ไทยภักดี,438,4
30,นครราชสีมา,5,30,แรงงานสร้างชาติ,322,3
30,นครราชสีมา,5,31,ประชากรไทย,214,2
30,นครราชสีมา,5,32,ครูไทยเพื่อประชาชน,115,1
30,นครราชสีมา,5,33,ประชาชาติ,107,1
30,นครราชสีมา,5,34,สร้างอนาคตไทย,125,1
30,นครราชสีมา,5,35,รักชาติ,155,1
30,นครราชสีมา,5,36,ไทยพร้อม,278,2
30,นครราชสีมา,5,37,ภูมิใจไทย,22285,2
30,นครราชสีมา,5,38,พลังธรรมใหม่,284,2
30,นครราชสีมา,5,39,กรีน,49,4
30,นครราชสีมา,5,40,ไทยธรรม,70,7
30,นครราชสีมา,5,41,แผ่นดินธรรม,30,3
30,นครราชสีมา,5,42,กล้าธรรม,115,1
30,นครราชสีมา,5,43,พลังประชารัฐ,175,1
30,นครราชสีมา,5,44,โอกาสใหม่,455,4
30,นครราชสีมา,5,45,เป็นธรรม,54,5
30,นครราชสีมา,5,46,ประชาชน,22017,2
30,นครราชสีมา,5,47,ประชาไทย,156,1
30,นครราชสีมา,5,48,ไทยสร้างไทย,297,2
30,นครราชสีมา,5,49,ไทยก้าวใหม่,178,1
30,นครราชสีมา,5,50,ประชาอาสาชาติ,4,4
30,นครราชสีมา,5,51,พร้อม,56,5
30,นครราชสีมา,5,52,เครือข่ายชาวนาแห่งประเทศไทย,25,2
30,นครราชสีมา,5,53,ไทยภักดีธรรม,18,1
30,นครราชสีมา,5,54,ความหวังใหม่,36,3
30,นครราชสีมา,5,55,ไทยรวมไทย,27,2
30,นครราชสีมา,5,56,เพื่อบ้านเมือง,36,3
30,นครราชสีมา,5,57,พลังไทยรักชาติ,87,8
30,นครราชสีมา,5,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,5,59,รวมพลัง,N/A,
30,นครราชสีมา,5,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,6,1,ไทยทรัพย์ทวี,2291,2
30,นครราชสีมา,6,2,เพื่อชาติไทย,1514,1
30,นครราชสีมา,6,3,ใหม่,274,2
30,นครราชสีมา,6,4,มิติใหม่,1134,1
30,นครราชสีมา,6,5,รวมใจไทย,594,5
30,นครราชสีมา,6,6,รวมไทยสร้างชาติ,2762,2
30,นครราชสีมา,6,7,พลวัต,210,2
30,นครราชสีมา,6,8,ประชาธิปไตยใหม่,594,5
30,นครราชสีมา,6,9,เพื่อไทย,21489,2
30,นครราชสีมา,6,10,ทางเลือกใหม่,309,3
30,นครราชสีมา,6,11,เศรษฐกิจ,3600,3
30,นครราชสีมา,6,12,เสรีรวมไทย,342,3
30,นครราชสีมา,6,13,รวมพลังประชาชน,461,4
30,นครราชสีมา,6,14,ท้องที่ไทย,57,5
30,นครราชสีมา,6,15,อนาคตไทย,88,8
30,นครราชสีมา,6,16,พลังเพื่อไทย,258,2
30,นครราชสีมา,6,17,ไทยชนะ,114,1
30,นครราชสีมา,6,18,พลังสังคมใหม่,30,3
30,นครราชสีมา,6,19,สังคมประชาธิปไตยไทย,39,3
30,นครราชสีมา,6,20,ฟิวชัน,19,1
30,นครราชสีมา,6,21,ไทยรวมพลัง,45,4
30,นครราชสีมา,6,22,ก้าวอิสระ,24,2
30,นครราชสีมา,6,23,ปวงชนไทย,59,5
30,นครราชสีมา,6,24,วินัยไทย,73,7
30,นครราชสีมา,6,25,เพื่อชีวิตใหม่,30,3
30,นครราชสีมา,6,26,คลองไทย,64,6
30,นครราชสีมา,6,27,ประชาธิปัตย์,1910,1
30,นครราชสีมา,6,28,ไทยก้าวหน้า,117,1
30,นครราชสีมา,6,29,ไทยภักดี,398,3
30,นครราชสีมา,6,30,แรงงานสร้างชาติ,289,2
30,นครราชสีมา,6,31,ประชากรไทย,231,2
30,นครราชสีมา,6,32,ครูไทยเพื่อประชาชน,150,1
30,นครราชสีมา,6,33,ประชาชาติ,148,1
30,นครราชสีมา,6,34,สร้างอนาคตไทย,219,2
30,นครราชสีมา,6,35,รักชาติ,188,1
30,นครราชสีมา,6,36,ไทยพร้อม,245,2
30,นครราชสีมา,6,37,ภูมิใจไทย,14801,1
30,นครราชสีมา,6,38,พลังธรรมใหม่,344,3
30,นครราชสีมา,6,39,กรีน,47,4
30,นครราชสีมา,6,40,ไทยธรรม,90,9
30,นครราชสีมา,6,41,แผ่นดินธรรม,31,3
30,นครราชสีมา,6,42,กล้าธรรม,1314,1
30,นครราชสีมา,6,43,พลังประชารัฐ,476,4
30,นครราชสีมา,6,44,โอกาสใหม่,859,8
30,นครราชสีมา,6,45,เป็นธรรม,61,6
30,นครราชสีมา,6,46,ประชาชน,19790,1
30,นครราชสีมา,6,47,ประชาไทย,145,1
30,นครราชสีมา,6,48,ไทยสร้างไทย,548,5
30,นครราชสีมา,6,49,ไทยก้าวใหม่,146,1
30,นครราชสีมา,6,50,ประชาอาสาชาติ,8,8
30,นครราชสีมา,6,51,พร้อม,43,4
30,นครราชสีมา,6,52,เครือข่ายชาวนาแห่งประเทศไทย,6,6
30,นครราชสีมา,6,53,ไทยภักดีธรรม,7,7
30,นครราชสีมา,6,54,ความหวังใหม่,19,1
30,นครราชสีมา,6,55,ไทยรวมไทย,18,1
30,นครราชสีมา,6,56,เพื่อบ้านเมือง,60,6
30,นครราชสีมา,6,57,พลังไทยรักชาติ,59,5
30,นครราชสีมา,6,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,6,59,รวมพลัง,N/A,
30,นครราชสีมา,6,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,7,1,ไทยทรัพย์ทวี,333,3
30,นครราชสีมา,7,2,เพื่อชาติไทย,4430,4
30,นครราชสีมา,7,3,ใหม่,278,2
30,นครราชสีมา,7,4,มิติใหม่,1047,1
30,นครราชสีมา,7,5,รวมใจไทย,506,5
30,นครราชสีมา,7,6,รวมไทยสร้างชาติ,1441,1
30,นครราชสีมา,7,7,พลวัต,94,9
30,นครราชสีมา,7,8,ประชาธิปไตยใหม่,337,3
30,นครราชสีมา,7,9,เพื่อไทย,23996,2
30,นครราชสีมา,7,10,ทางเลือกใหม่,264,2
30,นครราชสีมา,7,11,เศรษฐกิจ,3955,3
30,นครราชสีมา,7,12,เสรีรวมไทย,286,2
30,นครราชสีมา,7,13,รวมพลังประชาชน,428,4
30,นครราชสีมา,7,14,ท้องที่ไทย,57,5
30,นครราชสีมา,7,15,อนาคตไทย,60,6
30,นครราชสีมา,7,16,พลังเพื่อไทย,228,2
30,นครราชสีมา,7,17,ไทยชนะ,121,1
30,นครราชสีมา,7,18,พลังสังคมใหม่,20,2
30,นครราชสีมา,7,19,สังคมประชาธิปไตยไทย,130,1
30,นครราชสีมา,7,20,ฟิวชัน,21,2
30,นครราชสีมา,7,21,ไทยรวมพลัง,43,4
30,นครราชสีมา,7,22,ก้าวอิสระ,32,3
30,นครราชสีมา,7,23,ปวงชนไทย,42,4
30,นครราชสีมา,7,24,วินัยไทย,57,5
30,นครราชสีมา,7,25,เพื่อชีวิตใหม่,23,2
30,นครราชสีมา,7,26,คลองไทย,91,9
30,นครราชสีมา,7,27,ประชาธิปัตย์,1290,1
30,นครราชสีมา,7,28,ไทยก้าวหน้า,95,9
30,นครราชสีมา,7,29,ไทยภักดี,303,3
30,นครราชสีมา,7,30,แรงงานสร้างชาติ,120,1
30,นครราชสีมา,7,31,ประชากรไทย,340,3
30,นครราชสีมา,7,32,ครูไทยเพื่อประชาชน,117,1
30,นครราชสีมา,7,33,ประชาชาติ,158,1
30,นครราชสีมา,7,34,สร้างอนาคตไทย,121,1
30,นครราชสีมา,7,35,รักชาติ,130,1
30,นครราชสีมา,7,36,ไทยพร้อม,490,4
30,นครราชสีมา,7,37,ภูมิใจไทย,12957,1
30,นครราชสีมา,7,38,พลังธรรมใหม่,442,4
30,นครราชสีมา,7,39,กรีน,66,6
30,นครราชสีมา,7,40,ไทยธรรม,83,8
30,นครราชสีมา,7,41,แผ่นดินธรรม,27,2
30,นครราชสีมา,7,42,กล้าธรรม,119,1
30,นครราชสีมา,7,43,พลังประชารัฐ,115,1
30,นครราชสีมา,7,44,โอกาสใหม่,32,3
30,นครราชสีมา,7,45,เป็นธรรม,46,4
30,นครราชสีมา,7,46,ประชาชน,19324,1
30,นครราชสีมา,7,47,ประชาไทย,108,1
30,นครราชสีมา,7,48,ไทยสร้างไทย,415,4
30,นครราชสีมา,7,49,ไทยก้าวใหม่,184,1
30,นครราชสีมา,7,50,ประชาอาสาชาติ,7,7
30,นครราชสีมา,7,51,พร้อม,37,3
30,นครราชสีมา,7,52,เครือข่ายชาวนาแห่งประเทศไทย,18,1
30,นครราชสีมา,7,53,ไทยภักดีธรรม,15,1
30,นครราชสีมา,7,54,ความหวังใหม่,9,9
30,นครราชสีมา,7,55,ไทยรวมไทย,20,2
30,นครราชสีมา,7,56,เพื่อบ้านเมือง,21,2
30,นครราชสีมา,7,57,พลังไทยรักชาติ,61,6
30,นครราชสีมา,7,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,7,59,รวมพลัง,N/A,
30,นครราชสีมา,7,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,8,1,ไทยทรัพย์ทวี,3292,3
30,นครราชสีมา,8,2,เพื่อชาติไทย,1992,1
30,นครราชสีมา,8,3,ใหม่,291,2
30,นครราชสีมา,8,4,มิติใหม่,674,6
30,นครราชสีมา,8,5,รวมใจไทย,846,8
30,นครราชสีมา,8,6,รวมไทยสร้างชาติ,1546,1
30,นครราชสีมา,8,7,พลวัต,70,7
30,นครราชสีมา,8,8,ประชาธิปไตยใหม่,432,4
30,นครราชสีมา,8,9,เพื่อไทย,25325,2
30,นครราชสีมา,8,10,ทางเลือกใหม่,379,3
30,นครราชสีมา,8,11,เศรษฐกิจ,4098,4
30,นครราชสีมา,8,12,เสรีรวมไทย,268,2
30,นครราชสีมา,8,13,รวมพลังประชาชน,528,5
30,นครราชสีมา,8,14,ท้องที่ไทย,41,4
30,นครราชสีมา,8,15,อนาคตไทย,48,4
30,นครราชสีมา,8,16,พลังเพื่อไทย,186,1
30,นครราชสีมา,8,17,ไทยชนะ,102,1
30,นครราชสีมา,8,18,พลังสังคมใหม่,17,1
30,นครราชสีมา,8,19,สังคมประชาธิปไตยไทย,44,4
30,นครราชสีมา,8,20,ฟิวชัน,34,3
30,นครราชสีมา,8,21,ไทยรวมพลัง,39,3
30,นครราชสีมา,8,22,ก้าวอิสระ,34,3
30,นครราชสีมา,8,23,ปวงชนไทย,40,4
30,นครราชสีมา,8,24,วินัยไทย,41,4
30,นครราชสีมา,8,25,เพื่อชีวิตใหม่,33,3
30,นครราชสีมา,8,26,คลองไทย,55,5
30,นครราชสีมา,8,27,ประชาธิปัตย์,2744,2
30,นครราชสีมา,8,28,ไทยก้าวหน้า,91,9
30,นครราชสีมา,8,29,ไทยภักดี,515,5
30,นครราชสีมา,8,30,แรงงานสร้างชาติ,356,3
30,นครราชสีมา,8,31,ประชากรไทย,187,1
30,นครราชสีมา,8,32,ครูไทยเพื่อประชาชน,80,8
30,นครราชสีมา,8,33,ประชาชาติ,131,1
30,นครราชสีมา,8,34,สร้างอนาคตไทย,124,1
30,นครราชสีมา,8,35,รักชาติ,95,9
30,นครราชสีมา,8,36,ไทยพร้อม,107,1
30,นครราชสีมา,8,37,ภูมิใจไทย,13529,1
30,นครราชสีมา,8,38,พลังธรรมใหม่,488,4
30,นครราชสีมา,8,39,กรีน,77,7
30,นครราชสีมา,8,40,ไทยธรรม,59,5
30,นครราชสีมา,8,41,แผ่นดินธรรม,22,2
30,นครราชสีมา,8,42,กล้าธรรม,98,9
30,นครราชสีมา,8,43,พลังประชารัฐ,148,1
30,นครราชสีมา,8,44,โอกาสใหม่,342,3
30,นครราชสีมา,8,45,เป็นธรรม,90,9
30,นครราชสีมา,8,46,ประชาชน,20201,2
30,นครราชสีมา,8,47,ประชาไทย,104,1
30,นครราชสีมา,8,48,ไทยสร้างไทย,298,2
30,นครราชสีมา,8,49,ไทยก้าวใหม่,153,1
30,นครราชสีมา,8,50,ประชาอาสาชาติ,1,1
30,นครราชสีมา,8,51,พร้อม,27,2
30,นครราชสีมา,8,52,เครือข่ายชาวนาแห่งประเทศไทย,19,1
30,นครราชสีมา,8,53,ไทยภักดีธรรม,11,1
30,นครราชสีมา,8,54,ความหวังใหม่,23,2
30,นครราชสีมา,8,55,ไทยรวมไทย,20,2
30,นครราชสีมา,8,56,เพื่อบ้านเมือง,34,3
30,นครราชสีมา,8,57,พลังไทยรักชาติ,75,7
30,นครราชสีมา,8,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,8,59,รวมพลัง,N/A,
30,นครราชสีมา,8,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,9,1,ไทยทรัพย์ทวี,418,4
30,นครราชสีมา,9,2,เพื่อชาติไทย,1484,1
30,นครราชสีมา,9,3,ใหม่,2622,2
30,นครราชสีมา,9,4,มิติใหม่,453,4
30,นครราชสีมา,9,5,รวมใจไทย,1124,1
30,นครราชสีมา,9,6,รวมไทยสร้างชาติ,3334,3
30,นครราชสีมา,9,7,พลวัต,156,1
30,นครราชสีมา,9,8,ประชาธิปไตยใหม่,526,5
30,นครราชสีมา,9,9,เพื่อไทย,12957,1
30,นครราชสีมา,9,10,ทางเลือกใหม่,328,3
30,นครราชสีมา,9,11,เศรษฐกิจ,4094,4
30,นครราชสีมา,9,12,เสรีรวมไทย,422,4
30,นครราชสีมา,9,13,รวมพลังประชาชน,651,6
30,นครราชสีมา,9,14,ท้องที่ไทย,64,6
30,นครราชสีมา,9,15,อนาคตไทย,72,7
30,นครราชสีมา,9,16,พลังเพื่อไทย,256,2
30,นครราชสีมา,9,17,ไทยชนะ,144,1
30,นครราชสีมา,9,18,พลังสังคมใหม่,24,2
30,นครราชสีมา,9,19,สังคมประชาธิปไตยไทย,35,3
30,นครราชสีมา,9,20,ฟิวชัน,50,5
30,นครราชสีมา,9,21,ไทยรวมพลัง,56,5
30,นครราชสีมา,9,22,ก้าวอิสระ,39,3
30,นครราชสีมา,9,23,ปวงชนไทย,76,7
30,นครราชสีมา,9,24,วินัยไทย,112,1
30,นครราชสีมา,9,25,เพื่อชีวิตใหม่,48,4
30,นครราชสีมา,9,26,คลองไทย,97,9
30,นครราชสีมา,9,27,ประชาธิปัตย์,2105,2
30,นครราชสีมา,9,28,ไทยก้าวหน้า,131,1
30,นครราชสีมา,9,29,ไทยภักดี,415,4
30,นครราชสีมา,9,30,แรงงานสร้างชาติ,157,1
30,นครราชสีมา,9,31,ประชากรไทย,237,2
30,นครราชสีมา,9,32,ครูไทยเพื่อประชาชน,299,2
30,นครราชสีมา,9,33,ประชาชาติ,183,1
30,นครราชสีมา,9,34,สร้างอนาคตไทย,184,1
30,นครราชสีมา,9,35,รักชาติ,286,2
30,นครราชสีมา,9,36,ไทยพร้อม,303,3
30,นครราชสีมา,9,37,ภูมิใจไทย,26202,2
30,นครราชสีมา,9,38,พลังธรรมใหม่,312,3
30,นครราชสีมา,9,39,กรีน,71,7
30,นครราชสีมา,9,40,ไทยธรรม,115,1
30,นครราชสีมา,9,41,แผ่นดินธรรม,45,4
30,นครราชสีมา,9,42,กล้าธรรม,3030,3
30,นครราชสีมา,9,43,พลังประชารัฐ,168,1
30,นครราชสีมา,9,44,โอกาสใหม่,48,4
30,นครราชสีมา,9,45,เป็นธรรม,112,1
30,นครราชสีมา,9,46,ประชาชน,20305,2
30,นครราชสีมา,9,47,ประชาไทย,178,1
30,นครราชสีมา,9,48,ไทยสร้างไทย,356,3
30,นครราชสีมา,9,49,ไทยก้าวใหม่,194,1
30,นครราชสีมา,9,50,ประชาอาสาชาติ,9,9
30,นครราชสีมา,9,51,พร้อม,53,5
30,นครราชสีมา,9,52,เครือข่ายชาวนาแห่งประเทศไทย,18,1
30,นครราชสีมา,9,53,ไทยภักดีธรรม,17,1
30,นครราชสีมา,9,54,ความหวังใหม่,25,2
30,นครราชสีมา,9,55,ไทยรวมไทย,17,1
30,นครราชสีมา,9,56,เพื่อบ้านเมือง,44,4
30,นครราชสีมา,9,57,พลังไทยรักชาติ,94,9
30,นครราชสีมา,9,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,9,59,รวมพลัง,N/A,
30,นครราชสีมา,9,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,10,1,ไทยทรัพย์ทวี,360,3
30,นครราชสีมา,10,2,เพื่อชาติไทย,4669,4
30,นครราชสีมา,10,3,ใหม่,589,5
30,นครราชสีมา,10,4,มิติใหม่,405,4
30,นครราชสีมา,10,5,รวมใจไทย,1174,1
30,นครราชสีมา,10,6,รวมไทยสร้างชาติ,1803,1
30,นครราชสีมา,10,8,ประชาธิปไตยใหม่,1963,1
30,นครราชสีมา,10,9,เพื่อไทย,17715,1
30,นครราชสีมา,10,10,ทางเลือกใหม่,541,5
30,นครราชสีมา,10,11,เศรษฐกิจ,6436,6
30,นครราชสีมา,10,12,เสรีรวมไทย,572,5
30,นครราชสีมา,10,13,รวมพลังประชาชน,623,6
30,นครราชสีมา,10,14,ท้องที่ไทย,53,5
30,นครราชสีมา,10,15,อนาคตไทย,139,1
30,นครราชสีมา,10,16,พลังเพื่อไทย,305,3
30,นครราชสีมา,10,17,ไทยชนะ,179,1
30,นครราชสีมา,10,18,พลังสังคมใหม่,43,4
30,นครราชสีมา,10,19,สังคมประชาธิปไตยไทย,46,4
30,นครราชสีมา,10,20,ฟิวชัน,26,2
30,นครราชสีมา,10,21,ไทยรวมพลัง,104,1
30,นครราชสีมา,10,22,ก้าวอิสระ,36,3
30,นครราชสีมา,10,23,ปวงชนไทย,60,6
30,นครราชสีมา,10,24,วินัยไทย,65,6
30,นครราชสีมา,10,25,เพื่อชีวิตใหม่,27,2
30,นครราชสีมา,10,26,คลองไทย,67,6
30,นครราชสีมา,10,27,ประชาธิปัตย์,2849,2
30,นครราชสีมา,10,28,ไทยก้าวหน้า,135,1
30,นครราชสีมา,10,29,ไทยภักดี,492,4
30,นครราชสีมา,10,30,แรงงานสร้างชาติ,148,1
30,นครราชสีมา,10,31,ประชากรไทย,298,2
30,นครราชสีมา,10,32,ครูไทยเพื่อประชาชน,244,2
30,นครราชสีมา,10,33,ประชาชาติ,145,1
30,นครราชสีมา,10,34,สร้างอนาคตไทย,202,2
30,นครราชสีมา,10,35,รักชาติ,192,1
30,นครราชสีมา,10,36,ไทยพร้อม,316,3
30,นครราชสีมา,10,37,ภูมิใจไทย,28421,2
30,นครราชสีมา,10,38,พลังธรรมใหม่,278,2
30,นครราชสีมา,10,39,กรีน,63,6
30,นครราชสีมา,10,40,ไทยธรรม,90,9
30,นครราชสีมา,10,41,แผ่นดินธรรม,31,3
30,นครราชสีมา,10,42,กล้าธรรม,170,1
30,นครราชสีมา,10,43,พลังประชารัฐ,197,1
30,นครราชสีมา,10,44,โอกาสใหม่,1239,1
30,นครราชสีมา,10,45,เป็นธรรม,73,7
30,นครราชสีมา,10,46,ประชาชน,26222,2
30,นครราชสีมา,10,47,ประชาไทย,239,2
30,นครราชสีมา,10,48,ไทยสร้างไทย,305,3
30,นครราชสีมา,10,49,ไทยก้าวใหม่,193,1
30,นครราชสีมา,10,50,ประชาอาสาชาติ,14,1
30,นครราชสีมา,10,51,พร้อม,71,7
30,นครราชสีมา,10,52,เครือข่ายชาวนาแห่งประเทศไทย,26,2
30,นครราชสีมา,10,53,ไทยภักดีธรรม,14,1
30,นครราชสีมา,10,54,ความหวังใหม่,41,4
30,นครราชสีมา,10,55,ไทยรวมไทย,26,2
30,นครราชสีมา,10,56,เพื่อบ้านเมือง,36,3
30,นครราชสีมา,10,57,พลังไทยรักชาติ,120,1
30,นครราชสีมา,10,58,รักษ์ธรรม,N/A,
30,นครราชสีมา,10,59,รวมพลัง,N/A,
30,นครราชสีมา,10,60,สัมมาธิปไตย,N/A,
30,นครราชสีมา,10,7,พลวัต,N/A,
30,นครราชสีมา,11,3,ใหม่,4060,4
30,นครราชสีมา,11,1,ไทยทรัพย์ทวี,428,4
30,นครราชสีมา,11,2,เพื่อชาติไทย,2099,2
30,นครราชสีมา,11,4,มิติใหม่,648,6
30,นครราชสีมา,11,5,รวมใจไทย,952,9
30,นครราชสีมา,11,6,รวมไทยสร้างชาติ,1417,1
30,นครราชสีมา,11,7,พลวัต,170,1
30,นครราชสีมา,11,8,ประชาธิปไตยใหม่,449,4
30,นครราชสีมา,11,9,เพื่อไทย,27538,2
30,นครราชสีมา,11,10,ทางเลือกใหม่,498,4
30,นครราชสีมา,11,11,เศรษฐกิจ,6096,6
30,นครราชสีมา,11,12,เสรีรวมไทย,498,4
30,นครราชสีมา,11,13,รวมพลังประชาชน,597,5
30,นครราชสีมา,11,14,ท้องที่ไทย,62,6
30,นครราชสีมา,11,15,อนาคตไทย,81,8
30,นครราชสีมา,11,16,พลังเพื่อไทย,199,1
30,นครราชสีมา,11,17,ไทยชนะ,146,1
