province_name,constituency,vote_track,voters_came,good_votes,invalid_votes,no_votes
กรุงเทพมหานคร,33,constituency,102628,94416,2142,6070
สมุทรปราการ,1,constituency,97099,87879,4260,4960
สมุทรปราการ,2,constituency,96319,89135,2529,4655
สมุทรปราการ,3,constituency,96436,88488,2383,5565
สมุทรปราการ,4,constituency,100463,92620,1776,6067
สมุทรปราการ,5,constituency,111240,100245,2869,8126
สมุทรปราการ,6,constituency,91647,84514,2714,4419
สมุทรปราการ,7,constituency,105577,97691,2752,5134
สมุทรปราการ,8,constituency,111859,103041,3435,5383
นนทบุรี,1,constituency,101511,93883,1731,5897
นนทบุรี,2,constituency,88604,81123,1807,5674
นนทบุรี,3,constituency,106780,96521,2416,7843
นนทบุรี,4,constituency,92680,85203,2198,5279
นนทบุรี,5,constituency,104631,96107,2233,6291
นนทบุรี,6,constituency,110023,99026,3607,7390
นนทบุรี,7,constituency,103313,93993,2687,6633
นนทบุรี,8,constituency,96509,88860,2063,5586
ปทุมธานี,1,constituency,102636,95201,2882,4553
ปทุมธานี,2,constituency,102812,97032,2027,3753
ปทุมธานี,3,constituency,93799,84153,2942,6704
ปทุมธานี,4,constituency,98894,90836,2539,5519
ปทุมธานี,5,constituency,89639,82519,1715,5405
ปทุมธานี,6,constituency,91434,84382,1781,5271
ปทุมธานี,7,constituency,92139,86075,2194,3870
ปทุมธานี,8,constituency,92701,85346,3525,3830
พระนครศรีอยุธยา,1,constituency,106326,97550,3580,5196
พระนครศรีอยุธยา,2,constituency,102658,94398,3577,4683
พระนครศรีอยุธยา,3,constituency,107866,100331,3677,3858
พระนครศรีอยุธยา,4,constituency,114346,106913,3109,4324
พระนครศรีอยุธยา,5,constituency,105917,98383,4482,3051
อ่างทอง,1,constituency,85616,79775,2733,3108
อ่างทอง,2,constituency,86378,79838,3301,3239
ลพบุรี,1,constituency,110263,100109,3831,6323
ลพบุรี,2,constituency,118851,110045,4127,4679
ลพบุรี,3,constituency,105930,99225,3885,2819
ลพบุรี,4,constituency,116195,108277,4834,3084
สิงห์บุรี,1,constituency,127309,114708,5450,7151
ชัยนาท,1,constituency,94469,80770,5718,7981
ชัยนาท,2,constituency,95079,84484,4951,5644
สระบุรี,1,constituency,98444,88053,3702,6689
สระบุรี,2,constituency,107815,99146,4613,4056
สระบุรี,3,constituency,99297,91451,3593,4253
สระบุรี,4,constituency,100197,90067,4340,5790
ชลบุรี,1,constituency,104346,97585,2237,4522
ชลบุรี,2,constituency,84051,78825,1889,3337
ชลบุรี,3,constituency,98529,90301,3292,4936
ชลบุรี,4,constituency,88809,80770,3932,4107
ชลบุรี,5,constituency,103979,95514,3638,4827
ชลบุรี,6,constituency,96545,89423,2214,4908
ชลบุรี,7,constituency,88767,82754,2097,3916
ชลบุรี,8,constituency,94308,86994,3052,4262
ชลบุรี,9,constituency,69180,62409,3133,3638
ชลบุรี,10,constituency,89099,82457,1990,4652
ระยอง,1,constituency,91421,85091,2387,3943
ระยอง,2,constituency,77741,68551,3662,5528
ระยอง,3,constituency,85323,76463,3562,5298
ระยอง,4,constituency,94724,87526,3425,3773
ระยอง,5,constituency,89547,81289,3458,4800
จันทบุรี,1,constituency,110531,100866,3234,6431
จันทบุรี,2,constituency,102880,91807,5014,6059
จันทบุรี,3,constituency,101001,91176,4249,5576
ตราด,1,constituency,125215,115576,4562,5077
ฉะเชิงเทรา,1,constituency,110016,96004,4999,9013
ฉะเชิงเทรา,2,constituency,118518,109828,4435,4255
ฉะเชิงเทรา,3,constituency,104600,93753,5457,5390
ฉะเชิงเทรา,4,constituency,122283,112107,4490,5685
ปราจีนบุรี,1,constituency,94811,82923,3687,8201
ปราจีนบุรี,2,constituency,108244,100450,3515,4279
ปราจีนบุรี,3,constituency,93849,84347,4694,4807
นครนายก,1,constituency,82830,76781,2694,3355
นครนายก,2,constituency,87699,80797,3277,3625
