province_name,constituency,vote_track,voters_came,eligible_voters,turnout_pct
กรุงเทพมหานคร,15,constituency,92122,127758,72.106639114576
กรุงเทพมหานคร,16,constituency,100557,137721,73.01500860435229
กรุงเทพมหานคร,17,constituency,79075,120676,65.52669959229674
กรุงเทพมหานคร,18,constituency,87055,122821,70.879572711507
กรุงเทพมหานคร,19,constituency,98920,135568,72.96707187536882
กรุงเทพมหานคร,20,constituency,87486,126470,69.17529848976042
กรุงเทพมหานคร,21,constituency,96860,136579,70.9186624590896
กรุงเทพมหานคร,22,constituency,92301,133612,69.08136993683202
กรุงเทพมหานคร,23,constituency,100477,144083,69.73549967726936
กรุงเทพมหานคร,24,constituency,96919,142148,68.18175422798774
กรุงเทพมหานคร,25,constituency,89687,126830,70.71434203264212
กรุงเทพมหานคร,26,constituency,97121,139434,69.65374298951475
กรุงเทพมหานคร,27,constituency,96276,134453,71.60569120808015
กรุงเทพมหานคร,28,constituency,99509,139454,71.35614611269666
กรุงเทพมหานคร,29,constituency,103966,144424,71.98665041821303
กรุงเทพมหานคร,30,constituency,99352,143753,69.11299242450593
กรุงเทพมหานคร,31,constituency,107547,143750,74.74573913043479
กรุงเทพมหานคร,32,constituency,93917,142608,65.85675417928869
กรุงเทพมหานคร,33,constituency,102628,148164,69.26648848573203
สมุทรปราการ,1,constituency,97099,130785,74.24322361127041
สมุทรปราการ,2,constituency,96319,129095,74.61094542778574
สมุทรปราการ,3,constituency,96436,141094,68.3487604008675
สมุทรปราการ,4,constituency,100463,135983,73.87908782715486
สมุทรปราการ,5,constituency,111240,158312,70.26630956592047
สมุทรปราการ,6,constituency,91647,129990,70.50311562427879
สมุทรปราการ,7,constituency,105577,149502,70.61912215221201
สมุทรปราการ,8,constituency,111859,150398,74.37532413994867
นนทบุรี,1,constituency,101511,135257,75.05045949562684
นนทบุรี,2,constituency,88604,124496,71.17015807736794
นนทบุรี,3,constituency,106780,140970,75.74661275448678
นนทบุรี,4,constituency,92680,127371,72.76381593926405
นนทบุรี,5,constituency,104631,137863,75.89491016443861
นนทบุรี,6,constituency,110023,144044,76.38152231262669
นนทบุรี,7,constituency,103313,142327,72.5884758338193
นนทบุรี,8,constituency,96509,121283,79.57339445759092
ปทุมธานี,1,constituency,102636,130705,78.52492253548067
ปทุมธานี,2,constituency,102812,128907,79.75672383966736
ปทุมธานี,3,constituency,93799,131718,71.21198317617942
ปทุมธานี,4,constituency,98894,132041,74.8964336834771
ปทุมธานี,5,constituency,89639,122733,73.03577684893223
ปทุมธานี,6,constituency,91434,122395,74.7040320274521
ปทุมธานี,7,constituency,92139,121843,75.62108615185116
ปทุมธานี,8,constituency,92701,122404,75.73363615568118
พระนครศรีอยุธยา,1,constituency,106326,140191,75.8436704210684
พระนครศรีอยุธยา,2,constituency,102658,128589,79.83420043705138
พระนครศรีอยุธยา,3,constituency,107866,136428,79.06441492948662
พระนครศรีอยุธยา,4,constituency,114346,139523,81.9549464962766
พระนครศรีอยุธยา,5,constituency,105917,133055,79.60392318965842
