รหัสจังหวัด,จังหวัด,เขต,party_listผู้มีสิทธิ์,party_listมาใช้สิทธิ์,party_listคะแนนดี,party_listคะแนนเสีย,party_listไม่โหวต,party_listballots_received,party_listballots_used,แบ่งเขต_ผู้ชนะ,แบ่งเขต_พรรค,consti_eligible_voters,consti_voters_came,consti_ballots_received,consti_ballots_used,consti_good_votes,consti_invalid_votes,consti_no_votes,2diff_came,2pct_diff/ผู้มีสิทเขต,3party_list_pct_มาใช้สิท,3แบ่งเขต_pct_มาใช้สิท,5partylist_บัตรผี,5consti_บัตรผี
31,บุรีรัมย์,2,127640,81656,75773,4324,1559,123250,81656,นางสาวณัฐธิดา เล็กอุดากร,ภูมิใจไทย,127640,81656,123257,81656,75055,3585,3016,0,0,61.62993386,63.97367596,0,0
31,บุรีรัมย์,3,125637,77430,72834,3622,974,122920,77430,นายอดิพงษ์ ฐิติพิทยา,ภูมิใจไทย,125637,77430,122920,77430,72175,3521,1734,0,0,61.31880611,61.62993386,0,0
31,บุรีรัมย์,4,121519,74514,69590,3723,1201,126152,74514,นายชนกันต์ ทิมาตฤกะ,ภูมิใจไทย,121519,74514,126152,74514,69445,3181,1888,0,0,62.62648549,61.31880611,0,0
31,บุรีรัมย์,5,131438,82315,76953,3841,1521,133779,82315,นายโสภณ ซารัมย์,ภูมิใจไทย,131438,82315,133779,82315,76650,3044,2621,0,0,60.9729614,62.62648549,0,0
31,บุรีรัมย์,6,130776,79738,74605,3578,1555,130060,79738,นายศักดิ์ ซารัมย์,ภูมิใจไทย,130776,79738,130060,79738,73608,3020,3110,0,0,65.61724299,60.9729614,0,0
31,บุรีรัมย์,7,122067,80097,74639,3961,1497,124120,80097,นายพรชัย ศรีสุริยันโยธิน,ภูมิใจไทย,122067,80097,124120,80097,74537,3080,2480,0,0,67.16132234,65.61724299,0,0
31,บุรีรัมย์,8,126957,85266,78587,4384,2295,124360,85266,นายไตรเทพ งามกมล,ภูมิใจไทย,126957,85265,124360,85265,78428,3293,3544,1,0.000787668,62.30818514,67.16053467,0,0
31,บุรีรัมย์,9,127988,79747,73596,4448,1703,132291,79747,นายรุ่งโรจน์ ทองศรี,ภูมิใจไทย,127988,79746,132291,79746,73695,3433,2618,1,0.000781323,61.62933529,62.30740382,0,0
31,บุรีรัมย์,10,121301,74757,69607,3791,1359,122150,74757,นายจักรกฤษณ์ ทองศรี,ภูมิใจไทย,121304,74757,122150,74757,69176,3075,2506,0,0,69.11196344,61.62781112,0,0
32,สุรินทร์,1,136098,94060,87126,4039,2895,136740,94060,นางสาวเบญญา มุ่งเจริญพร,ภูมิใจไทย,136098,94060,136740,94060,85981,3504,4575,0,0,67.80022695,69.11196344,0,0
32,สุรินทร์,2,140119,95001,88367,4756,1878,136500,95001,นายณัฏฐพล จรัสรพีพงษ์,ภูมิใจไทย,140119,95003,136500,95003,89433,3061,2509,2,0.001427358,61.63423105,67.80165431,0,0
32,สุรินทร์,3,137349,84654,78837,4074,1743,139801,84654,นางสาวผกามาศ เจริญพันธ์,ภูมิใจไทย,137349,84655,139802,84655,79639,2774,2242,1,0.000728072,60.92616594,61.63495912,0,0
32,สุรินทร์,4,139651,85084,79794,3634,1656,145755,85084,นางสาวสุรีย์ ธัมมาตร,ภูมิใจไทย,139651,85085,145755,85085,80530,2402,2153,1,0.000716071,60.96091662,60.92688201,0,0
32,สุรินทร์,5,135454,82574,77102,4414,1058,141196,82574,นายภุชงค์ สุภัควรางกูร,ภูมิใจไทย,135454,82574,141196,82574,79444,2057,1073,0,0,60.85028885,60.96091662,0,0
32,สุรินทร์,6,133978,81526,75723,4392,1411,139214,81526,นายล้ำเลิศ พัวพัฒนโชติ,ภูมิใจไทย,133978,81526,139214,81526,76550,3169,1807,0,0,67.01282521,60.85028885,0,0
32,สุรินทร์,7,136450,91439,85211,4423,1805,139380,91439,นายเรืองวิทย์ คูณวัฒนาพงษ์,ภูมิใจไทย,136450,91439,139380,91439,84840,4302,2297,0,0,62.29036195,67.01282521,0,0
32,สุรินทร์,8,136843,85240,78886,4605,1749,138058,85240,นางปทิดา ตันติรัตนานนท์,ภูมิใจไทย,136843,85240,138058,85240,78919,4320,2001,0,0,74.30243668,62.29036195,0,0
33,ศรีสะเกษ,1,132927,98768,92842,4099,1827,137031,98768,นายสิริพงศ์ อังคสกุลเกียรติ,ภูมิใจไทย,132927,98770,137333,98770,94666,2365,1739,2,0.001504585,66.07679699,74.30394126,0,0
33,ศรีสะเกษ,2,128729,85060,79352,4128,1580,133279,85060,นายศุภกิจ สีหาภาค,ภูมิใจไทย,128729,85060,133278,85060,80721,2485,1854,0,0,64.09913921,66.07679699,0,0
33,ศรีสะเกษ,3,128022,82061,75333,4816,1912,132637,82061,นายธนา กิจไพบูลย์ชัย,ภูมิใจไทย,128022,82061,132637,82061,76586,3190,2285,0,0,67.57811543,64.09913921,0,0
33,ศรีสะเกษ,4,122479,82769,76539,4624,1606,124945,82769,นายชิตพล ไตรสรณกุล,ภูมิใจไทย,122479,82768,124945,82768,77864,2762,2142,1,0.000816466,66.6225456,67.57729897,0,0
33,ศรีสะเกษ,5,127679,85063,78316,5120,1627,130792,85063,นางสาวจินณ์ตวรรณ ไตรสรณกุล,ภูมิใจไทย,127679,85062,130792,85062,79671,3443,1948,1,0.000783214,65.2744825,66.62176239,0,0
33,ศรีสะเกษ,6,128551,83911,77850,4905,1156,132592,83911,นายวีระพล จิตสัมฤทธิ์,เพื่อไทย,128551,83911,131872,83912,79063,3411,1438,0,0,66.37631349,65.2744825,0,-1
33,ศรีสะเกษ,7,126857,84203,78925,4270,1008,128820,84203,นางสาววิลดา อินฉัตร,เพื่อไทย,126857,84203,128820,84203,78631,4351,1221,0,0,67.12087978,66.37631349,0,0
33,ศรีสะเกษ,8,133124,89354,83511,4162,1681,134948,89354,นายอาสพลธ์ สรรณ์ไตรภพ,ภูมิใจไทย,133124,89354,134948,89354,84175,3106,2073,0,0,66.7853937,67.12087978,0,0
33,ศรีสะเกษ,9,139255,93002,87485,3885,1632,144376,93002,นายวิทวัส ไตรสรณกุล,ภูมิใจไทย,139255,93002,144376,93002,88566,2757,1679,0,0,75.14417271,66.7853937,0,0
34,อุบลราชธานี,1,132480,99551,92206,3139,4106,142876,99551,นายวรสิทธิ์ กัลป์ตินันท์,เพื่อไทย,132480,99448,142873,99448,87991,4184,7273,103,0.077747585,71.12448652,75.06642512,100,0
34,อุบลราชธานี,2,136569,97134,90040,4165,2929,136240,97134,นายณรงค์ชัย วีระกุล,ไทรวมพลัง,136569,97134,136240,97134,91206,2402,3526,0,0,67.0833542,71.12448652,0,0
34,อุบลราชธานี,3,139753,93751,86350,4485,2916,139300,93751,นางพิมพกาญจน์ พลสมัคร,ไทรวมพลัง,139753,93751,139300,93751,86097,3493,4161,0,0,75.14252832,67.0833542,0,0
34,อุบลราชธานี,4,150321,112955,103550,5080,4325,152140,112955,นางสาวกิตติ์ธัญญา วาจาดี,เพื่อไทย,150321,112955,152140,112955,100779,5245,6931,0,0,65.92504425,75.14252832,0,0
34,อุบลราชธานี,5,131064,86404,80187,4168,2049,124080,86404,นายสุทธิชัย จรูญเนตร,ภูมิใจไทย,131064,86404,124080,86404,80991,3073,2340,0,0,63.57851678,65.92504425,0,0
34,อุบลราชธานี,6,132010,83930,77173,5162,1595,130700,83930,นางสาวธัญธารีย์ สันตพันธุ์,เพื่อไทย,132010,83930,130700,83930,78144,4115,1671,0,0,68.99869723,63.57851678,0,0
34,อุบลราชธานี,7,131259,90567,84963,4240,1364,135484,90567,นางสาวสุดารัตน์ พิทักษ์พรพัลลภ,ภูมิใจไทย,131259,90567,135484,90567,87014,2560,993,0,0,67.10889431,68.99869723,0,0
34,อุบลราชธานี,8,137335,92164,85355,4698,2111,141654,92164,นางสาวแนน บุณย์ธิดา สมชัย,ภูมิใจไทย,137335,92164,141654,92164,87156,2938,2070,0,0,64.25537145,67.10889431,0,0
34,อุบลราชธานี,9,130179,83647,77473,4786,1388,129560,83647,นางจิตรวรรณ หวังศุภกิจโกศล,ไทรวมพลัง,130179,83647,129560,83647,78470,3831,1346,0,0,66.08450345,64.25537145,0,0
34,อุบลราชธานี,10,141083,93234,87008,4729,1497,138236,93234,นายสมศักดิ์ บุญประชม,ไทรวมพลัง,141083,93234,138236,93234,85556,5130,2548,0,0,63.54221338,66.08450345,0,0
34,อุบลราชธานี,11,135277,85958,78793,4742,2423,133540,85958,นางสาวตวงทิพย์ จินตะเวช,ภูมิใจไทย,135277,85958,133540,85958,80032,3254,2672,0,0,73.07123507,63.54221338,0,0
35,ยโสธร,1,144704,105737,99617,4066,2054,147055,105737,นางสุภาพร สลับศรี,ภูมิใจไทย,144704,105736,147054,105736,100743,2894,2099,1,0.000691066,66.65793145,73.07054401,0,0
35,ยโสธร,2,141191,94115,89211,3614,1290,139280,94115,นายวรายุทธ จงอักษร,ภูมิใจไทย,141191,94115,139280,94115,90902,1961,1252,0,0,67.84801674,66.65793145,0,0
35,ยโสธร,3,146753,99569,93788,4069,1712,146120,99569,นายธนพัฒน์ ศรีชนะ,ภูมิใจไทย,146753,99570,146120,99570,93914,3651,2005,1,0.000681417,68.53197057,67.84869815,0,0
36,ชัยภูมิ,1,129541,88777,81337,4386,3054,131010,88777,นายโอซิษฐ์ เกียรติก้องชูชัย,เพื่อไทย,129541,88777,131010,88777,81673,2894,4210,0,0,65.24060167,68.53197057,0,0
36,ชัยภูมิ,2,133561,87136,79374,4999,2763,136036,87136,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,133561,87136,136036,87136,79326,4464,3346,0,0,63.50645674,65.24060167,0,0
36,ชัยภูมิ,3,127154,80751,73106,5668,1977,129026,80751,นายสัมฤทธิ์ แทนทรัพย์,ภูมิใจไทย,127154,80751,129026,80751,75289,3742,1720,0,0,63.15932796,63.50645674,0,0
36,ชัยภูมิ,4,121184,76539,70825,4413,1301,124357,76539,นางสาวสุชาดา ซาง แทนทรัพย์,ภูมิใจไทย,121184,76539,124357,76539,72809,2736,994,0,0,67.74447532,63.15932796,0,0
36,ชัยภูมิ,5,132089,89483,82473,5362,1646,136984,89481,นายศิวะ พงศ์ธีระดุลย์,เพื่อไทย,132089,89483,136986,89483,85450,2651,1382,0,0,66.35074261,67.74447532,2,0
36,ชัยภูมิ,6,134526,89259,81810,5691,1758,135651,89259,นายเชวงศักดิ์ เร่งไพบูลย์วงษ์,ภูมิใจไทย,134526,89261,135653,89261,83346,3852,2063,2,0.001486701,66.77647393,66.35222931,0,0
36,ชัยภูมิ,7,126889,84732,78848,4399,1485,129000,84732,นายอัครแสนคีรี โล่ห์วีระ,กล้าธรรม,126889,84732,129000,84732,81542,2097,1093,0,0,67.11951293,66.77647393,0,0
37,อำนาจเจริญ,1,145524,97675,91168,4066,2441,143780,97675,นางสุขสมรวย วันทนียกุล,ภูมิใจไทย,145524,97677,143780,97677,91024,2940,3713,2,0.001374344,65.8359208,67.12088728,0,0
37,อำนาจเจริญ,2,157168,103473,95867,5084,2522,157080,103473,นางญาญีนาถ เข็มนาค,ภูมิใจไทย,157168,103473,157080,103473,93862,5715,3896,0,0,70.89858671,65.8359208,0,0
38,บึงกาฬ,1,104720,74245,69694,3156,1395,105200,74240,นายสยาม เพ็งทอง,ภูมิใจไทย,104720,74245,105200,74245,69624,2929,1692,0,0,68.60610828,70.89858671,0,0
38,บึงกาฬ,2,109327,75005,70564,3295,1145,113903,75004,นายสุริยา แป้นสุขา,ภูมิใจไทย,109327,75005,113904,75005,72072,1869,1064,0,0,64.37530088,68.60610828,1,0
38,บึงกาฬ,3,118401,76221,71066,3410,1745,119480,76221,นายวิโรจน์ สาระวงศ์,ภูมิใจไทย,118401,76221,119480,76221,70033,3741,2447,0,0,65.67881199,64.37530088,0,0
39,หนองบัวลำภู,1,139258,91463,85052,4425,1986,141049,91463,นายชยานันท์ เกตุเมฆ,กล้าธรรม,139258,91459,141049,91459,86812,2315,2332,4,0.002872366,61.52194218,65.67593962,0,0
39,หนองบัวลำภู,2,135971,83652,78144,4125,1382,136992,83652,นายรุ่งเพชร ศรีกาญจนา,เพื่อไทย,135971,83652,136992,83652,79482,2456,1714,0,0,61.98427701,61.52194218,1,0
39,หนองบัวลำภู,3,133308,82630,76807,4279,1544,132840,82630,นายพรณรงค์ นิลนะมะ,กล้าธรรม,133308,82630,132840,82630,77865,2915,1850,0,0,71.06978558,61.98427701,0,0
40,ขอนแก่น,1,128250,91147,85337,2909,2901,123800,91147,นายวีรนันท์ ฮวดศรี,ประชาชน,128250,91147,123800,91147,83007,2621,5519,0,0,76.00334267,71.06978558,0,0
40,ขอนแก่น,2,138811,105501,98548,3524,3429,139355,105501,นายอิทธิพล ชลธราศิริ,ประชาชน,138811,105501,139515,105501,96299,2789,6413,0,0,68.55601867,76.00334267,0,0
40,ขอนแก่น,3,132197,90629,84521,4458,1650,132760,90629,นายเอกชัย สืบสารคาม,กล้าธรรม,132197,90629,132760,90629,84748,3972,1909,0,0,73.14348587,68.55601867,0,0
40,ขอนแก่น,4,130877,95728,88920,4733,2075,132740,95728,นายรุ่งโรจน์ เย็นสบาย,เพื่อไทย,130877,95728,132740,95728,90702,2779,2247,0,0,64.60193777,73.14348587,0,0
40,ขอนแก่น,5,131801,85146,79025,4885,1236,130260,85146,นายปราชญา หงอกชัย,กล้าธรรม,131801,85145,130260,85145,81109,2579,1457,1,0.00075872,66.32026234,64.60117905,0,0
40,ขอนแก่น,6,129906,86154,79070,5066,2018,130460,86154,นายวิศรุต ปู่เพิ่ง,ภูมิใจไทย,129906,86154,130460,86154,79916,3802,2436,0,0,68.18092533,66.32026234,0,0
40,ขอนแก่น,7,132364,90247,83257,5120,1870,132238,90247,นายสุรพจน์ เตาะเจริญสุข,เพื่อไทย,132364,90247,132238,90247,83207,4413,2627,0,0,69.17083232,68.18092533,0,0
40,ขอนแก่น,8,139634,96586,89655,4641,2290,139120,96586,นายธนิก มาสีพิทักษ์,กล้าธรรม,139634,96586,139120,96586,89683,3629,3274,0,0,66.77033756,69.17083232,0,0
40,ขอนแก่น,9,127326,85016,80096,3898,1022,127820,85016,นายณัฐพล กลุ่มเหรียญทอง,เพื่อไทย,127326,85016,127820,85016,81101,2531,1384,0,0,65.94774628,66.77033756,0,0
40,ขอนแก่น,10,135110,89102,83642,4486,974,133391,89102,นายพชรกร อรรณนพพร,ภูมิใจไทย,135110,89102,132800,89102,83757,3964,1381,0,0,62.78574579,65.94774628,0,0
40,ขอนแก่น,11,131498,82562,76425,4482,1655,134180,82562,นายองอาจ ฉัตรชัยพลรัตน์,ภูมิใจไทย,131498,82562,134180,82562,76313,4128,2121,0,0,66.53518199,62.78574579,0,0
41,อุดรธานี,1,127011,84507,79136,2248,3123,128544,84507,นายอานันท์ อมรินทร์,ประชาชน,127011,84507,128544,84507,76456,2420,5631,0,0,68.58735062,66.53518199,0,0
41,อุดรธานี,2,130457,89477,82886,4035,2556,131451,89477,นางหทัยรัตน์ เพชรพนมพร,เพื่อไทย,130457,89477,131451,89477,82554,3107,3816,0,0,63.41818124,68.58735062,0,0
41,อุดรธานี,3,125833,79801,74655,4002,1143,127200,79801,นายหรั่ง ธุระพล,ภูมิใจไทย,125833,79803,127200,79803,75808,2548,1446,2,0.001589408,59.19545228,63.41977065,1,1
41,อุดรธานี,4,126481,74871,69833,3910,1128,127663,74871,นายไตรภพ คำเพชร,เพื่อไทย,126481,74870,127662,74870,70876,2316,1678,1,0.000790633,59.65644033,59.19466165,0,0
41,อุดรธานี,5,123472,73659,68942,3466,1250,125445,73658,นางบัวเงิน รอดขันเมือง,ภูมิใจไทย,123472,73659,125445,73659,69548,2386,1725,0,0,63.92489199,59.65644033,1,0
41,อุดรธานี,6,126378,80787,75973,3536,1278,,,นายอดิศักดิ์ แก้วมุงคุณทรัพย์,ภูมิใจไทย,126378,80892,127612,80892,77405,2375,1112,105,0.083084081,60.43867788,64.00797607,0,0
41,อุดรธานี,7,128249,77512,72005,3585,1922,124620,77512,นายสุริยา วงศ์อารีย์,ประชาชน,128249,77512,124620,77512,71025,3440,3047,0,0,62.16165536,60.43867788,0,0
41,อุดรธานี,8,122656,76245,70133,4385,1727,126619,76245,นายสุภีรภัทร ภูมิภักดิ์,ภูมิใจไทย,122656,76246,126620,76246,71066,2884,2296,1,0.000815288,64.75264027,62.16247065,0,0
41,อุดรธานี,9,124798,80810,74887,4057,1866,130290,80810,นายวัชระพล ขาวขำ,เพื่อไทย,124798,80810,130290,80810,73427,4633,2750,0,0,64.51626026,64.75264027,0,0
41,อุดรธานี,10,122907,79295,73021,4356,1918,127056,79295,นางเทียบจุฑา ขาวขำ,เพื่อไทย,122907,79295,127036,79295,72317,4832,2146,0,0,74.68258767,64.51626026,0,0
42,เลย,1,125704,93879,86344,4372,3164,124100,93879,นายเลิศศักดิ์ พัฒนชัยกุล,เพื่อไทย,125704,93879,124100,93879,85064,4573,4242,0,0,62.78877391,74.68258767,-1,0
42,เลย,2,132976,83494,75485,5168,2841,133800,74652,นายศรัณย์ ทิมสุวรรณ,เพื่อไทย,132976,83494,133800,83494,72730,6284,4480,0,0,72.90363499,62.78877391,0,0
42,เลย,3,126135,91957,83264,5544,3099,125700,87074,นายธนยศ ทิมสุวรรณ,ภูมิใจไทย,126135,91957,125700,87074,83065,4484,4408,0,0,68.60852654,72.90363499,50,0
42,เลย,4,123919,85019,76593,5362,3064,129423,85019,นายสมเจตน์ แสงเจริญรัตน์,เพื่อไทย,123919,85019,129423,85019,74118,6443,4458,0,0,68.46791306,68.60852654,0,0
43,หนองคาย,1,139496,95510,88417,4753,2340,135320,95510,นายกระแสร์ ตระกูลพรพงศ์,พลังประชารัฐ,139496,95511,135320,95511,88967,3879,2665,1,0.000716866,62.80605328,68.46862992,0,0
43,หนองคาย,2,136455,85702,79751,4715,1236,133780,85702,นายยุทธนา ศรีตะบุตร,พลังประชารัฐ,136455,85701,133780,85701,81218,3298,1185,1,0.000732842,63.40504246,62.80532044,0,0
43,หนองคาย,3,137314,87064,80364,4505,2195,136000,87064,นายศักดิ์ดา จันทรสุวรรณ,ภูมิใจไทย,137314,87064,136000,87064,78176,5458,3430,0,0,69.72776546,63.40504246,0,0
44,มหาสารคาม,1,129888,90568,84685,3371,2512,127447,90568,นายฤทธิรงค์ ภูมิสวัสดิ์,ภูมิใจไทย,129888,90569,127447,90569,84916,2106,3547,1,0.000769894,64.45318585,69.72853535,0,0
44,มหาสารคาม,2,128380,82745,77478,3814,1453,127600,82745,นายประวัติ ทองสมบูรณ์,ภูมิใจไทย,128380,82745,127600,82745,78715,2177,1853,0,0,67.4036717,64.45318585,0,0
44,มหาสารคาม,3,130076,87676,83196,3505,975,128620,87676,นายลัทธชัย โชคชัยวัฒนากร,ภูมิใจไทย,130076,87676,124620,87676,84786,2024,866,0,0,67.45439963,67.4036717,0,0
44,มหาสารคาม,4,125931,84946,79695,4101,1150,123850,84946,นายวิเชียร จงชูวณิชย์,ภูมิใจไทย,125931,84945,123850,84945,80681,2959,1305,1,0.000794086,63.94672868,67.45360555,0,0
44,มหาสารคาม,5,132454,84700,78705,3676,2319,130380,84700,นายจิรวัฒน์ ศิริพานิชย์,เพื่อไทย,132454,84701,130380,84701,77618,3056,4027,1,0.000754979,71.44037348,63.94748365,0,0
44,มหาสารคาม,6,128307,91663,85988,4068,1607,128140,91663,นางคมคาย อุดรพิมพ์,ภูมิใจไทย,128307,91663,128140,91663,87058,2465,2140,0,0,74.98077457,71.44037348,0,0
45,ร้อยเอ็ด,1,126135,94577,89040,3312,2225,126200,94577,นายอนุรักษ์ จุรีมาศ,ภูมิใจไทย,126135,94576,126200,94576,89385,2687,2504,1,0.000792801,67.13588575,74.97998177,0,0
45,ร้อยเอ็ด,2,136681,91762,86127,4016,1619,143691,91762,นายเอกรัฐ พลชื่อ,กล้าธรรม,136681,91762,143691,91762,86974,2981,1807,0,0,64.47019868,67.13588575,0,0
45,ร้อยเอ็ด,3,132880,85668,80053,3999,1616,121625,85668,นางรัชนี พลชื่อ,กล้าธรรม,132880,85667,121625,85667,81733,2196,1738,1,0.000752559,64.83154221,64.46944612,0,0
45,ร้อยเอ็ด,4,129528,83975,79301,3340,1334,133029,83975,นายศุภศิษย์ กอเจริญยศ,เพื่อไทย,129528,83975,133029,83975,80404,1967,1604,0,0,60.02747768,64.83154221,0,0
45,ร้อยเอ็ด,5,133199,79956,74715,3208,2033,130760,79956,นางสาวจิราพร สินธุไพร,เพื่อไทย,133199,79956,130760,79956,72043,4678,3235,0,0,62.45984784,60.02747768,0,0
45,ร้อยเอ็ด,6,130130,81279,76819,3194,1266,134575,81279,นายทองลี มีหินกอง,เพื่อไทย,130130,81281,134577,81281,76554,3087,1640,2,0.001536925,63.19326105,62.46138477,0,0
45,ร้อยเอ็ด,7,134383,84921,80966,3109,846,137610,84921,นายชัชวาล แพทยาไทย,ไทยสร้างไทย,134383,84922,137610,84922,81314,2760,848,1,0.000744142,67.95846538,63.19400519,0,0
45,ร้อยเอ็ด,8,131264,89205,84903,3126,1176,136293,89205,นางสาวชญาภา สินธุไพร,เพื่อไทย,131264,89205,136293,89205,85433,2155,1617,0,0,68.57468903,67.95846538,0,0
46,กาฬสินธุ์,1,131445,90138,82880,4696,2562,133396,90138,นายวิรัช พิมพะนิตย์,เพื่อไทย,131445,90137,133395,90137,83744,2808,3585,1,0.000760774,65.15888739,68.57392826,0,0
46,กาฬสินธุ์,2,126190,82224,76444,3997,1783,127837,82224,นายพลากร พิมพะนิตย์,เพื่อไทย,126190,82224,128597,82224,76321,2832,3071,0,0,66.35252268,65.15888739,0,0
46,กาฬสินธุ์,3,124253,82445,75717,4820,1908,123780,82445,นายจำลอง ภูนวนทา,กล้าธรรม,124253,82445,123780,82445,78033,2518,1894,0,0,66.06591634,66.35252268,0,0
46,กาฬสินธุ์,4,136385,90104,83586,4743,1775,134800,90104,นายณัฐวัชต์ พิมพะนิตย์,เพื่อไทย,136385,90104,134800,90104,85649,2514,1941,0,0,68.3923408,66.06591634,0,0
46,กาฬสินธุ์,5,137299,93902,87638,4515,1749,138640,93902,นางสาวบุญญาภา นาชัยเวียง ปุณณนิฏฐา,ภูมิใจไทย,137299,93903,138741,93903,89758,2305,1840,1,0.000728337,70.63520149,68.39306914,0,0
46,กาฬสินธุ์,6,135642,95811,89550,4604,1657,136930,95811,นายชนะวุธ อุทโท,เพื่อไทย,135642,95812,137065,95812,91466,2483,1863,1,0.000737235,71.99727467,70.63593872,0,0
47,สกลนคร,1,133562,96161,89020,3791,3349,135580,96161,นายสิรภพ สมผล,กล้าธรรม,133562,96161,135580,96161,90090,2335,3736,0,0,67.46312103,71.99727467,1,0
47,สกลนคร,2,131918,88996,83303,3902,1791,131640,88996,นายชาตรี หล้าพรหม,กล้าธรรม,131918,88996,131640,88996,83880,3317,1799,0,0,64.28454156,67.46312103,0,0
47,สกลนคร,3,133998,86140,79788,3591,2761,134660,86140,นางสาวจิรัชยา สัพโส,เพื่อไทย,133998,86140,134660,86140,78470,4110,3560,0,0,62.76438686,64.28454156,0,0
47,สกลนคร,4,132760,83326,76144,4045,3137,132760,83326,นายพัฒนา สัพโส,เพื่อไทย,132760,83327,132760,83327,75903,3434,3990,1,0.000753239,64.38480747,62.7651401,0,0
47,สกลนคร,5,129748,83538,78298,3643,1597,128200,83538,นางสาววงศ์อะเกื้อ บุญศล,กล้าธรรม,129748,83538,128200,83538,79654,2233,1651,0,0,61.90468868,64.38480747,0,0
47,สกลนคร,6,130058,80512,75630,3150,1732,133826,80512,นายบรม เอ่งฉ้วน,ภูมิใจไทย,130058,80511,133826,80511,75062,3189,2260,1,0.000768888,57.72180873,61.90391979,0,0
47,สกลนคร,7,131938,76157,71983,3623,551,131320,76157,นายอิสรพงษ์ อุประ,เพื่อไทย,131938,76157,131320,76157,71830,2799,1528,0,0,68.60338775,57.72180873,0,0
48,นครพนม,1,143576,98498,92903,4490,1105,145374,98498,นางสาวศุภพานี โพธิ์สุ,ภูมิใจไทย,143576,98499,145375,98499,94537,2636,1326,1,0.000696495,65.83925589,68.60408425,0,0
48,นครพนม,2,143097,94214,86927,4599,2688,143605,94214,นางมนพร เจริญศรี,เพื่อไทย,143097,94215,143606,94215,85967,4001,4247,1,0.000698827,66.03254384,65.83995472,0,0
48,นครพนม,3,142454,94066,88074,4106,1886,144151,94066,นายอลงกต มณีกาศ,ภูมิใจไทย,142454,94066,144151,94066,88863,2983,2220,0,0,66.44590544,66.03254384,0,0
48,นครพนม,4,144802,96215,90744,4001,1470,147662,96215,นายชาญชัย คำจำปา,เพื่อไทย,144802,96215,147662,96215,92181,2349,1685,0,0,73.86337207,66.44590544,0,0
49,มุกดาหาร,1,141889,104804,97368,5024,2412,142920,100435,นายวิริยะ ทองผา,ภูมิใจไทย,141889,104804,146717,104804,98985,3140,2679,0,0,72.8541098,73.86337207,0,0
49,มุกดาหาร,2,138474,100884,93394,5240,2250,144308,100884,นายเลขาดำไตรสรณคมน์ หนองเรือง,กล้าธรรม,138474,100884,144308,100884,94225,3958,2701,0,0,74.740974,72.8541098,0,0
50,เชียงใหม่,1,137824,103011,96338,2642,4031,140334,103011,นางสาวเพชรรัตน์ ใหม่ชมภู,ประชาชน,137824,103006,140333,103006,93695,2478,6833,5,0.003627815,78.9698108,74.73734618,0,0
50,เชียงใหม่,2,143760,113527,104169,3895,5463,144642,113527,นางสาวการณิก จันทดา,ประชาชน,143760,113528,144643,113528,101324,3485,8719,1,0.000695604,80.09208381,78.9705064,0,0
50,เชียงใหม่,3,139221,111505,102183,4359,4963,145238,111505,นายณัฐพล โตวิจักษณ์ชัยกุล,ประชาชน,139221,111503,145236,111503,99756,3901,7846,2,0.001436565,79.70888461,80.09064724,0,0
50,เชียงใหม่,4,144891,115491,107169,3710,4612,146119,115491,นางสาวพุธิตา ชัยอนันต์,ประชาชน,144891,115490,141118,115490,105843,2757,6890,1,0.000690174,77.05277382,79.70819444,0,0
50,เชียงใหม่,5,133210,102642,93381,4942,4319,139560,102642,นายสมชิด กันธะยา,ประชาชน,133210,102641,139560,102641,91933,4379,6329,1,0.000750694,71.59025047,77.05202312,0,0
50,เชียงใหม่,6,127678,91405,82957,5670,2778,129200,91405,นางสาวสุภานันท์ ปัญญาทิพย์,กล้าธรรม,127678,91404,129199,91404,81574,6347,3483,1,0.00078322,73.92672123,71.58946725,0,0
50,เชียงใหม่,7,133190,98463,89283,6216,2964,135255,98463,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,133190,98463,135255,98463,90578,4708,3177,0,0,82.45416419,73.92672123,0,0
50,เชียงใหม่,8,141156,116389,106796,4877,4716,147288,116389,นายภัทรพงษ์ ลีลาภัทร์,ประชาชน,141156,116389,147288,116389,106179,3774,6436,0,0,83.74084293,82.45416419,0,0
50,เชียงใหม่,9,126132,105624,96856,5659,3109,132482,105625,นายนเรศ ธำรงค์ทิพยคุณ,กล้าธรรม,126132,105624,132602,105624,96198,5953,3473,0,0,75.41983478,83.74084293,0,0
50,เชียงใหม่,10,121655,91752,83963,6489,1300,122580,91752,นายนรพล ตันติมนตรี,กล้าธรรม,121655,91752,122580,91752,80699,9656,1397,0,0,82.27316343,75.41983478,0,0
51,ลำพูน,1,170916,140618,127949,5987,6682,172367,140618,นายวิทวิสิทธิ์ ปันสวนปลูก,ประชาชน,170916,140617,172364,140617,125326,5765,9526,1,0.000585083,81.12658875,82.27257834,0,0
51,ลำพูน,2,162313,131679,118060,8173,5446,166265,131679,นายชัชพีร์ วรรณาพิรัชย์,ประชาชน,162313,131679,166265,131679,116879,7568,7232,0,0,76.60855481,81.12658875,0,0
