รหัสจังหวัด,จังหวัด,เขต,party_listผู้มีสิทธิ์,party_listมาใช้สิทธิ์,party_listคะแนนดี,party_listคะแนนเสีย,party_listไม่โหวต,party_listballots_received,party_listballots_used,แบ่งเขต_ผู้ชนะ,แบ่งเขต_พรรค,consti_eligible_voters,consti_voters_came,consti_ballots_received,consti_ballots_used,consti_good_votes,consti_invalid_votes,consti_no_votes,2diff_came,2pct_diff/ผู้มีสิทเขต,3party_list_pct_มาใช้สิท,3แบ่งเขต_pct_มาใช้สิท,5partylist_บัตรผี,5consti_บัตรผี
52,ลำปาง,1,146327,112099,102321,4276,5502,148171,112099,นางทิพา ปวีณาเสถียร,ประชาชน,146327,112100,148172,112100,98457,4665,8978,1,0.000683401,73.98007182,76.60923821,0,0
52,ลำปาง,2,150942,111667,100997,6936,3734,144380,111667,นายดาชัย เอกปฐพี,กล้าธรรม,150942,111667,144380,111667,98377,7842,5448,0,0,76.82368702,73.98007182,0,0
52,ลำปาง,3,147051,112970,101555,5993,5422,138400,112970,นายชลธานี เชื้อน้อย,ประชาชน,147051,112970,138400,112970,100661,4528,7781,0,0,73.3785583,76.82368702,0,0
52,ลำปาง,4,157730,115740,105524,6688,3528,160294,115740,นางสาวเพ็ญภัค รัตนคำฟู,กล้าธรรม,157730,115740,160294,115740,104442,6630,4668,0,0,74.1157257,73.3785583,0,0
53,อุตรดิตถ์,1,118176,87587,80582,4107,2897,119652,87586,นายพิชญุตม์ พอจิต,ภูมิใจไทย,118176,87587,119652,87587,80546,3470,3571,0,0,66.46408265,74.1157257,1,0
53,อุตรดิตถ์,2,125051,83114,74563,5243,3308,128889,83114,นางสาวรสรินทร์ ศรัณย์เกตุ,โอกาสใหม่,125051,83114,128889,83114,74992,3780,4342,0,0,68.48311104,66.46408265,0,0
53,อุตรดิตถ์,3,123483,84565,76848,4226,3491,126766,84565,นายรวี เล็กอุทัย,เพื่อไทย,123483,84565,126766,84565,74882,4781,4902,0,0,80.43647382,68.48311104,0,0
54,แพร่,1,122115,98225,92182,3505,2538,124557,98225,นางสาวชนกนันท์ ศุภศิริ,ภูมิใจไทย,122115,98225,124667,98225,92581,2743,2901,0,0,76.48383963,80.43647382,0,0
54,แพร่,2,116303,88953,83006,4148,1799,124839,79831,นายชนาธิป ศุภศิริ,ภูมิใจไทย,116303,88953,124928,79831,83283,3325,2345,0,0,69.20530345,76.48383963,0,0
54,แพร่,3,121732,84245,76597,4582,3066,122880,84245,นางสาวลักษณารีย์ ดวงตาดำ,ประชาชน,121732,84246,115015,84246,73590,6065,4591,1,0.000821477,76.61866133,69.20612493,0,0
55,น่าน,1,139915,107201,97503,4676,5022,143666,107201,นายเชาว์วิชญ์ อินน้อย,ประชาชน,139889,107125,,,95619,4395,7111,76,0.054318693,76.08225777,76.57857301,0,0
55,น่าน,2,129544,98560,90844,4105,3611,133366,98560,นายประสิทธิ์ โนทะ,กล้าธรรม,129540,98561,133247,98561,90486,3523,4552,1,0.000771938,74.77599352,76.08537903,0,0
55,น่าน,3,119751,89545,81284,4915,3346,123571,89545,นายเจริญ อภิภัทรโกศล,ประชาชน,119751,89542,123591,89542,79242,5479,4820,3,0.002505198,78.89731253,74.77348832,0,1
56,พะเยา,1,124913,98553,92867,3581,2105,128080,94624,นายอัครา พรหมเผ่า,กล้าธรรม,124913,98553,128162,94625,91545,2995,4013,0,0,75.06780787,78.89731253,0,0
56,พะเยา,2,127935,96038,89511,4411,2116,128162,96038,นายอนุรัตน์ ตันบรรจง,กล้าธรรม,127935,96038,128163,96038,88518,4097,3423,0,0,75.07768324,75.06780787,0,0
56,พะเยา,3,130337,97854,90428,5204,2222,135206,97854,นายจีรเดช ศรีวิราช,กล้าธรรม,130337,97854,135206,97854,89651,4715,3488,0,0,77.18702333,75.07768324,0,0
57,เชียงราย,1,141608,109303,100279,4331,4693,143184,109303,นายธนรัช จงสุทธานามณี,เพื่อไทย,141608,109317,143285,109317,98917,3599,6801,14,0.009886447,75.96256805,77.19690978,0,0
57,เชียงราย,2,132614,100737,91960,5143,3634,134021,100737,นางสาวปิยะรัฐชย์ ติยะไพรัช,เพื่อไทย,132614,100731,134022,100731,88811,6400,5520,6,0.004524409,74.97302666,75.95804365,0,0
57,เชียงราย,3,139953,104927,95336,6268,3323,144267,104927,นายพิทักษ์ แสงคำ,กล้าธรรม,139953,104922,143995,104922,91475,8431,5016,5,0.003572628,75.61756084,74.96945403,0,0
57,เชียงราย,4,141565,107048,98804,4875,3369,145671,107048,นายสุรสิทธิ์ เจียมวิจักษณ์,กล้าธรรม,141565,107048,145673,107048,95195,6117,5736,0,0,75.44233041,75.61756084,0,0
57,เชียงราย,5,132028,99605,92525,4312,2768,135910,99605,นายรังสรรค์ วันไชยธนวงศ์,ภูมิใจไทย,132028,99604,135889,99604,91365,4742,3497,1,0.000757415,67.80284492,75.441573,0,0
57,เชียงราย,6,126682,85894,78227,4825,2842,128725,85894,นางมลธิชา ไชยบาล,กล้าธรรม,126682,85892,128724,85892,76481,5544,3867,2,0.001578756,72.77970699,67.80126616,0,0
57,เชียงราย,7,134194,97666,88463,5624,3579,136218,97666,นายสุธีระพงษ์ วันไชยธนวงศ์,กล้าธรรม,134194,97669,135929,97669,89036,4487,4146,3,0.002235569,71.56025912,72.78194256,0,0
58,แม่ฮ่องสอน,1,95247,68159,62848,3036,2275,92602,68159,นายปกรณ์ จีนาคำ,กล้าธรรม,95247,68159,92602,68159,61134,3932,3093,0,0,77.49080949,71.56025912,0,0
58,แม่ฮ่องสอน,2,96023,74409,68280,4732,1397,96720,74409,นายสมบัติ ยะสินธุ์,ภูมิใจไทย,96023,74409,96720,74409,67196,5450,1763,0,0,71.44721097,77.49080949,0,0
60,นครสวรรค์,1,138722,99113,91547,3840,3726,135300,99113,นางสาวภัทราวดี นิโรจน์,ภูมิใจไทย,138722,99113,135300,99113,90110,3488,5515,0,0,76.04578002,71.44721097,0,0
60,นครสวรรค์,2,137003,104185,94978,6300,2907,137840,104185,นายชานนท์ ไทยเศรษฐ์,ภูมิใจไทย,137003,104185,137830,104185,96984,3889,3312,0,0,68.23564724,76.04578002,0,0
60,นครสวรรค์,3,146592,100028,90037,6512,3479,146840,100028,นายสัญญา นิลสุพรรณ,กล้าธรรม,146592,100028,146840,100028,90997,4841,4190,0,0,66.17637581,68.23564724,0,0
60,นครสวรรค์,4,139645,92412,83094,6953,2365,135840,92412,นายมารุต ศรีผึ้ง,ภูมิใจไทย,139645,92413,135840,92413,83748,5325,3340,1,0.000716102,68.00094674,66.17709191,0,0
60,นครสวรรค์,5,139426,94811,85271,6456,3084,137000,94811,นายพีระเดช ศิริวันสาณฑ์,ภูมิใจไทย,139526,94811,136980,94811,87228,4280,3303,0,0,65.98744363,67.95220962,0,0
60,นครสวรรค์,6,136823,90286,81637,6832,1817,135640,90286,นายประสาท ตันประเสริฐ,ภูมิใจไทย,136823,90286,135640,90286,85258,3439,1589,0,0,66.42002655,65.98744363,0,0
61,อุทัยธานี,1,127311,84560,77569,4102,2889,127820,84560,นายเจเศรษฐ์ ไทยเศรษฐ์,ภูมิใจไทย,127311,84560,127820,84560,76524,3381,4655,0,0,62.36471218,66.42002655,0,0
61,อุทัยธานี,2,134528,83898,77279,4250,2369,134619,83898,นายชาดา ไทยเศรษฐ์,ภูมิใจไทย,134528,83898,134619,83898,77470,3461,2967,0,0,70.11231296,62.36471218,0,0
62,กำแพงเพชร,1,144685,101442,91168,6367,3907,146632,101439,นายไผ่ ลิกค์,กล้าธรรม,144685,101442,146632,101439,90911,5247,5281,0,0,71.19651186,70.11231296,0,3
62,กำแพงเพชร,2,147930,105321,94653,7616,3052,150483,105321,นายเพชรภูมิ อาภรณ์รัตน์,กล้าธรรม,147930,105321,150483,105321,97504,4752,3065,0,0,66.26794432,71.19651186,0,0
62,กำแพงเพชร,3,137857,91355,81932,6661,2762,138308,91355,นายนพพล ผลอำนวย,เพื่อไทย,137857,91355,138308,91355,83994,4217,3144,0,0,67.41265589,66.26794432,0,0
62,กำแพงเพชร,4,138876,93620,84498,6546,2576,143164,93620,นายสุรสิทธิ์ วงศ์วิทยานันท์,เพื่อไทย,138876,93620,143164,93620,86283,4444,2893,0,0,69.94839986,67.41265589,0,0
63,ตาก,1,150581,105329,94793,6201,4335,155591,105329,นายธนัสถ์ ทวีเกื้อกูลกิจ,ภูมิใจไทย,150581,105329,155591,105329,96390,3819,5119,0,0,65.56544491,69.94839986,0,1
63,ตาก,2,136061,89209,78750,6051,4408,132116,89209,นายชิงชัย ก่อประภากิจ,กล้าธรรม,136061,89186,132076,89186,61640,9782,17764,23,0.016904183,71.75880144,65.54854073,0,0
63,ตาก,3,134495,96512,87421,6786,2305,138306,96512,นายภาคภูมิ บูลย์ประมุข,กล้าธรรม,134495,96512,138306,96512,85954,7567,2991,0,0,71.32407039,71.75880144,0,0
64,สุโขทัย,1,118249,84340,75861,4950,3529,120089,84340,นางสาวณัคนางค์ กุลนาถศิริ,เพื่อไทย,118249,84340,120089,84340,74658,4044,5638,0,0,66.15878921,71.32407039,0,0
64,สุโขทัย,2,118270,78246,70647,5228,2371,119891,78246,นายชูศักดิ์ คีรีมาศทอง,เพื่อไทย,118270,78246,119891,78246,71207,3646,3393,0,0,69.48919042,66.15878921,0,0
64,สุโขทัย,3,120495,83731,74676,5406,3649,121828,83731,นางสาวประภาพร ทองปากน้ำ,เพื่อไทย,120495,83731,121828,83731,73310,4615,5806,0,0,72.91834749,69.48919042,0,0
64,สุโขทัย,4,120229,87669,80489,5164,2016,121644,87669,นายสมเจตน์ ลิมปะพันธุ์,ภูมิใจไทย,120229,87668,121643,87668,82780,2915,1973,1,0.000831746,71.30067023,72.91751574,0,0
65,พิษณุโลก,1,139505,99468,90992,3460,5016,140788,99468,นายณฐชนน ชนะบูรณาศักดิ์,ประชาชน,139505,99468,140788,99468,89782,3147,6539,0,0,68.71227637,71.30067023,0,0
65,พิษณุโลก,2,147454,101319,90654,5176,5489,149154,101319,นายนพพล เหลืองทองนารา,เพื่อไทย,147554,101319,149154,101319,88246,5057,8016,0,0,66.44503856,68.66570883,0,0
65,พิษณุโลก,3,142882,94938,85820,6469,2649,144438,94938,นายพงษ์มนู ทองหนัก,ภูมิใจไทย,142882,94938,144438,94938,87798,4233,2907,0,0,73.71245807,66.44503856,0,0
65,พิษณุโลก,4,128190,94492,86559,5614,2319,130187,94492,นายนิยม ช่างพินิจ,ภูมิใจไทย,128190,94492,130189,94492,88736,3345,2411,0,0,71.28358254,73.71245807,0,0
65,พิษณุโลก,5,132621,94537,85739,5713,3085,134321,94537,นายจุติ ไกรฤกษ์,ภูมิใจไทย,132621,94537,134321,94537,87172,4367,2998,0,0,69.29325416,71.28358254,0,0
66,พิจิตร,1,145512,100830,91071,6323,3436,147999,100830,นายภัทรพงศ์ ภัทรประสิทธิ์,ภูมิใจไทย,145512,100830,147999,100830,91069,5082,4679,0,0,64.9057545,69.29325416,0,0
66,พิจิตร,2,140325,91079,82191,6237,2651,142456,91079,นายวินัย ภัทรประสิทธิ์,ภูมิใจไทย,140325,91079,142456,91078,83178,4341,3559,0,0,71.01168963,64.9057545,0,1
66,พิจิตร,3,141664,100598,91584,6773,2241,147825,100598,นายศิริวัฒน์ ขจรประศาสน์,ภูมิใจไทย,141664,100598,147825,100598,94660,3740,2197,0,0,67.66583043,71.01168963,0,1
67,เพชรบูรณ์,1,131143,88739,80482,4651,3606,132061,88739,นางสาวพิมพ์พร พรพฤฒิพันธุ์,ภูมิใจไทย,131143,88736,132483,88734,80633,3607,4494,3,0.002287579,76.43975862,67.66354285,0,2
67,เพชรบูรณ์,2,131081,100198,91409,5986,2803,126200,100198,นายยุพราช บัวอินทร์,ภูมิใจไทย,131081,100198,126200,100198,95529,2599,2070,0,0,72.8554623,76.43975862,0,0
67,เพชรบูรณ์,3,126659,92278,83320,5865,3093,123580,92278,นายบุญชัย กิตติธราทรัพย์,ภูมิใจไทย,126659,92278,123580,92278,85510,3669,3099,0,0,61.97907163,72.8554623,0,0
67,เพชรบูรณ์,4,126049,78124,70550,5347,2227,128890,78124,นายวรโชติ สุคนธ์ขจร,ภูมิใจไทย,126049,78124,128891,78124,72394,3038,2692,0,0,61.9641424,61.97907163,0,0
67,เพชรบูรณ์,5,132078,81841,74502,4903,2436,131980,81841,นางวันเพ็ญ พร้อมพัฒน์,ภูมิใจไทย,132078,81841,131980,81841,73475,5215,3151,0,0,63.42182891,61.9641424,0,0
67,เพชรบูรณ์,6,137973,87505,79123,5895,2387,136560,87505,นายอัคร ทองใจสด,ภูมิใจไทย,137973,87505,136560,87505,81129,3705,2571,0,0,76.13831784,63.42182891,100,100
70,ราชบุรี,1,140141,106701,96579,4836,5286,147660,106701,นางสาวกุลวลี นพอมรบดี,ภูมิใจไทย,140141,106701,147660,106701,97874,3438,5389,0,0,72.89718955,76.13831784,0,0
70,ราชบุรี,2,139159,101443,89744,6388,5311,139540,101443,นางบุญยิ่ง นิติกาญจนา,กล้าธรรม,139159,101443,139540,101443,89818,5088,6537,0,0,76.81502898,72.89718955,0,0
70,ราชบุรี,3,143882,110523,98080,6503,5940,144726,110523,นายจตุพร กมลพันธ์ทิพย์,กล้าธรรม,143882,110523,144726,115223,96267,5970,8286,0,0,80.53055694,76.81502898,0,0
70,ราชบุรี,4,140230,112928,102853,5818,4257,144220,112928,นายอัครเดช วงษ์พิทักษ์โรจน์,ภูมิใจไทย,140230,112928,144220,112928,107579,2805,2544,0,0,85.73329446,80.53055694,0,0
70,ราชบุรี,5,133773,114688,104714,6231,3743,135560,114688,นายบุญลือ ประเสริฐโสภา,ภูมิใจไทย,133773,114688,135560,114688,108560,3139,2989,0,0,72.49583327,85.73329446,0,0
71,กาญจนบุรี,1,133198,96563,86461,4938,5164,133671,96563,นายอัครนันท์ กัณณ์กิตตินันท์,เพื่อไทย,133198,96564,133672,96564,85850,3815,6899,1,0.000750762,78.78902957,72.49658403,0,0
71,กาญจนบุรี,2,131663,103736,94230,5775,3731,135980,103736,นายชูเกียรติ จีนาภักดิ์,ภูมิใจไทย,131663,103736,135980,103736,97680,2899,3157,0,0,83.78587026,78.78902957,0,0
71,กาญจนบุรี,3,136011,113958,104226,6433,3299,136919,113958,นายยศวัฒน์ มาไพศาลสิน,ภูมิใจไทย,136011,113958,136919,113958,107950,3604,2404,0,0,69.90194027,83.78587026,0,0
71,กาญจนบุรี,4,133796,93526,82014,7657,3855,138690,93526,นางสาววิสุดา วิเชียรศิลป์,ภูมิใจไทย,133796,93526,138690,93526,82897,5654,4975,0,0,72.60956419,69.90194027,0,0
71,กาญจนบุรี,5,122645,89052,81443,5480,2129,125628,89052,นายพนม โพธิ์แก้ว,เพื่อไทย,122645,89052,125628,89052,82962,4176,1914,0,0,75.69452139,72.60956419,0,0
72,สุพรรณบุรี,1,135381,102476,93897,4799,3780,144560,98442,นายสรชัด สุจิตต์,ภูมิใจไทย,135381,102476,144560,98442,94634,3079,4763,0,0,70.67512502,75.69452139,0,0
72,สุพรรณบุรี,2,129576,91578,84219,4304,3055,131500,88204,นายณัฐวุฒิ ประเสริฐสุวรรณ,ภูมิใจไทย,129576,91578,131500,88204,84520,3540,3518,0,0,81.8032071,70.67512502,0,0
72,สุพรรณบุรี,3,130523,106772,97354,6610,2808,134780,103667,นายณัฐชาติ วงศ์ประเสริฐ,กล้าธรรม,130523,106772,134780,103667,101452,3416,1904,0,0,72.47846584,81.8032071,0,0
72,สุพรรณบุรี,4,137456,99626,90149,6493,2984,141338,95428,นายเสมอกัน เที่ยงธรรม,ภูมิใจไทย,137556,99626,141338,95428,90996,4733,3897,0,0,75.02123633,72.42577568,0,0
72,สุพรรณบุรี,5,144799,108630,98533,5943,4154,143780,104712,นายประภัตร โพธสุธน,ภูมิใจไทย,144799,108630,143780,104712,98539,4594,5497,0,0,80.49117019,75.02123633,0,0
73,นครปฐม,1,129731,104422,95758,4384,4280,130940,104422,นายศุภโชค ศรีสุขจร,ภูมิใจไทย,129731,104422,130940,104422,95931,3661,4830,0,0,79.7221648,80.49117019,0,0
73,นครปฐม,2,120935,96412,87501,4178,4733,126081,96412,พันโท สินธพ แก้วพิจิตร,กล้าธรรม,120935,96412,122740,96412,88517,2543,5352,0,0,76.47669957,79.7221648,0,0
73,นครปฐม,3,119354,91278,82640,4668,3970,121360,91278,นายพาณุวัฒณ์ สะสมทรัพย์,ภูมิใจไทย,119354,91278,121360,91278,83624,3137,4517,0,0,81.638723,76.47669957,0,0
73,นครปฐม,4,128771,105127,96709,5067,3351,132940,105127,พันเอก สุขชาต สะสมทรัพย์,ภูมิใจไทย,128771,105127,132940,105127,97930,3676,3521,0,0,81.79820546,81.638723,0,0
73,นครปฐม,5,131064,107208,98825,4474,3909,130726,107208,นายอนุชา สะสมทรัพย์,ภูมิใจไทย,131064,107208,130726,107208,99742,2927,4539,0,0,76.73599344,81.79820546,0,0
73,นครปฐม,6,126887,97368,91036,2904,3428,140400,97368,นายชลพฤกษ วงศ์อรุณนิยม,ประชาชน,126887,97368,140400,97368,89774,2391,5203,0,0,73.74036851,76.73599344,0,0
74,สมุทรสาคร,1,119400,88046,82271,2565,3210,119580,88046,นายณัฐพงษ์ สุมโนธรรม,ประชาชน,119400,88046,119580,88046,80970,2423,4653,0,0,71.90578986,73.74036851,0,0
74,สมุทรสาคร,2,119053,85606,79368,3130,3108,117960,85606,นายอนุสรณ์ ไกรวัตนุสสรณ์,ภูมิใจไทย,119053,85606,117960,85606,78050,3179,4377,0,0,73.11869251,71.90578986,0,0
74,สมุทรสาคร,3,111970,81871,76686,2506,2679,110020,81871,นายศิริโรจน์ ธนิกกุล,ประชาชน,111970,81870,110440,81870,74704,3218,3948,1,0.000893096,75.55183559,73.11779941,0,0
74,สมุทรสาคร,4,112307,84850,77338,4189,3323,115841,84850,นายปัญญา ซวนบุญ,ภูมิใจไทย,112307,84850,115841,84850,78327,2625,3898,0,0,72.63103289,75.55183559,0,0
75,สมุทรสงคราม,1,156144,113409,103219,5056,5134,158020,113409,นายอานุภาพ ลิขิตอำนวยชัย,ประชาชน,156144,113409,158020,113409,101938,4534,6937,0,0,79.21173236,72.63103289,0,0
76,เพชรบุรี,1,125465,99383,90344,4750,4289,127406,99383,นางธิวัลรัตน์ อังกินันทน์,ภูมิใจไทย,125465,99383,127406,99383,89618,3957,5808,0,0,75.95719023,79.21173236,0,0
76,เพชรบุรี,2,139314,105819,96107,5665,4047,142573,105819,นายฤกษ์ อยู่ดี,ภูมิใจไทย,139314,105819,142573,105819,95907,4694,5218,0,0,78.51414933,75.95719023,0,0
76,เพชรบุรี,3,131561,103294,93375,5599,4320,133920,103294,จ่าอากาศเอก อภิชาติ แก้วโกศล,ภูมิใจไทย,131561,103294,133920,103294,95005,3789,4500,0,0,77.39938891,78.51414933,0,0
77,ประจวบคีรีขันธ์,1,152841,118298,107999,6984,3313,155616,118298,นายสังคม แดงโชติ,ภูมิใจไทย,152841,118298,155616,118298,112249,3405,2643,0,0,70.77911427,77.39938891,2,1
77,ประจวบคีรีขันธ์,2,146320,103564,95554,4545,3465,147509,103564,นายจักพันธ์ ปิยพรไพบูลย์,กล้าธรรม,146320,103565,147550,103565,96454,2709,4402,1,0.000683434,74.7589238,70.7797977,0,0
77,ประจวบคีรีขันธ์,3,138338,103420,96330,4931,2159,141516,103420,นายพงษ์พันธ์ เผ่าประทาน,ภูมิใจไทย,138338,103420,141516,103420,98409,2641,2370,0,0,75.04982065,74.7589238,0,0
80,นครศรีธรรมราช,1,132977,99799,94145,3158,2495,136218,99799,นายทรงศักดิ์ มุสิกอง,ประชาธิปัตย์,132977,99799,136217,99799,91623,3036,5139,0,0,70.91206498,75.04982065,1,1
80,นครศรีธรรมราช,2,141832,100576,94553,3650,2373,143521,100576,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,141832,100576,143521,100576,91714,2927,5935,0,0,73.50823353,70.91206498,0,0
80,นครศรีธรรมราช,3,133600,98207,93454,3526,1227,138902,98207,นายพิทักษ์เดช เดชเดโช,ประชาธิปัตย์,133600,98207,138902,98207,93045,2694,2468,0,0,75.93295941,73.50823353,0,0
80,นครศรีธรรมราช,4,135858,103161,98120,3372,1669,139598,103161,นางกนกพร เดชเดโช,ประชาธิปัตย์,135858,103162,139599,103162,97047,2383,3732,1,0.000736063,76.08394998,75.93369548,0,0
80,นครศรีธรรมราช,5,140274,106726,100951,3098,2677,145094,106726,นายสมศักดิ์ แสงอารยะกุล,กล้าธรรม,140274,106726,145094,106715,100294,2074,4347,0,0,78.0666741,76.08394998,0,11
80,นครศรีธรรมราช,6,134535,105027,100145,3249,1633,138463,105027,นายจอมไกร สวัสดิวงศ์,ประชาธิปัตย์,134535,105027,138463,105027,100028,2007,2992,0,0,72.70552494,78.0666741,0,0
80,นครศรีธรรมราช,7,136273,99078,91334,3743,4000,139834,99077,นายอภินันท์ สโมสร,ภูมิใจไทย,136273,99078,139835,99078,82744,5096,11238,0,0,73.35511103,72.70552494,1,0
80,นครศรีธรรมราช,8,136225,99928,94013,3782,2133,132540,99928,นางอวยพรศรี เชาวลิต,ภูมิใจไทย,136225,99928,132540,99928,92847,2720,4361,0,0,73.0528982,73.35511103,0,0
80,นครศรีธรรมราช,9,139759,102098,97194,3255,1649,141477,102098,นางสาวพิมพ์ภัทรา วิชัยกุล,ภูมิใจไทย,139759,102098,141477,102098,96071,2693,3334,0,0,75.73555132,73.0528982,0,0
81,กระบี่,1,128645,97430,91354,3424,2652,127319,97430,นายกิตติ กิตติธรกุล,ภูมิใจไทย,128645,97431,127320,97431,90061,2723,4647,1,0.000777333,73.20236992,75.73632866,0,0
81,กระบี่,2,117641,86116,81262,2948,1906,118407,86116,นายถิรเดช ตั้งมั่นก่อกิจ,ภูมิใจไทย,117641,86116,118407,86116,78999,2599,4518,0,0,76.17672143,73.20236992,0,0
81,กระบี่,3,124286,94677,89432,3260,1985,127060,94677,นายกิตติชัย เอ่งฉ้วน,ภูมิใจไทย,124286,94677,127060,94677,87853,2937,3887,0,0,74.15066323,76.17672143,0,0
82,พังงา,1,100343,74405,69369,2614,2422,103636,74405,นายอรรถพล ไตรศรี,ภูมิใจไทย,100343,74406,103757,74406,66345,2919,5142,1,0.000996582,75.01105865,74.15165981,0,0
82,พังงา,2,110773,83092,76833,3361,2898,113034,83092,นายฉกาจ พัฒนกิจวิบูลย์,ภูมิใจไทย,110773,83093,113035,83093,75502,2845,4746,1,0.000902747,70.115816,75.0119614,0,0
83,ภูเก็ต,1,103958,72891,68696,1950,2245,120740,72891,ว่าที่ร้อยตรีสมชาติ เตชถาวรเจริญ,ประชาชน,103958,72889,120740,72889,66360,1916,4613,2,0.001923854,66.55337513,70.11389215,0,0
83,ภูเก็ต,2,107981,71865,67306,1883,2676,110721,71865,นายเฉลิมพงศ์ แสงดี,ประชาชน,107981,71865,110721,71865,63459,3012,5394,0,0,69.86661226,66.55337513,0,0
83,ภูเก็ต,3,117627,82182,76649,2319,3214,117036,82182,นางสาวอรทัย เกิดทรัพย์,กล้าธรรม,117627,82182,117036,82182,75128,2121,4933,0,0,71.00545729,69.86661226,0,0
84,สุราษฎร์ธานี,1,117091,83141,78960,1656,2525,112780,83141,นางสาวกานสินี โอภาสรังสรรค์,ภูมิใจไทย,117091,83141,112780,83141,76258,1679,5204,0,0,72.77713747,71.00545729,0,0
84,สุราษฎร์ธานี,2,118867,86508,82013,2722,1773,117959,86508,นายพิพิธ รัตนรักษ์,ภูมิใจไทย,118867,86508,121932,86508,81419,2109,2980,0,0,78.47070093,72.77713747,0,0
84,สุราษฎร์ธานี,3,120055,94208,89194,3047,1967,123133,94208,นางสาววชิราภรณ์ กาญจนะ,ไทรวมพลัง,120055,94207,123133,94207,88689,2218,3300,1,0.000832952,80.06889285,78.46986798,0,0
84,สุราษฎร์ธานี,4,123380,98789,94398,2813,1578,123460,98789,นายสมชาติ ประดิษฐพร,ประชาธิปัตย์,123380,98789,123860,98789,94443,1886,2460,0,0,76.98729672,80.06889285,0,0
84,สุราษฎร์ธานี,5,121937,93876,89097,3076,1703,121760,93876,นายปรเมษฐ์ จินา,กล้าธรรม,121937,93876,121760,93876,88782,2140,2954,0,0,81.74098004,76.98729672,0,0
84,สุราษฎร์ธานี,6,125056,102222,97297,3515,1410,127056,102222,นายพิชัย ชมภูพล,ภูมิใจไทย,125056,102222,127056,102222,98147,2256,1819,0,0,80.34670547,81.74098004,0,0
84,สุราษฎร์ธานี,7,120275,96637,91966,2846,1825,124931,96637,นายพงษ์ศักดิ์ จ่าแก้ว,กล้าธรรม,120275,96637,124931,96637,92005,1980,2652,0,0,67.19722556,80.34670547,0,0
85,ระนอง,1,143308,96299,89474,3703,3122,144447,96299,นายคงกฤษ ฉัตรมาลีรัตน์,ภูมิใจไทย,143308,96299,144448,96299,83719,4782,7798,0,0,76.00192615,67.19722556,0,0
86,ชุมพร,1,137061,104169,98390,3052,2727,138963,104169,นายวิชัย สุดสวาสดิ์,ภูมิใจไทย,137061,104168,138922,104168,96247,2480,5441,1,0.000729602,78.77941821,76.00119655,0,0
86,ชุมพร,2,136820,107786,101680,3781,2326,141486,107787,นายกิตติศักดิ์ พรหมรัตน์,ภูมิใจไทย,136820,107786,141486,107786,101248,2763,3775,0,0,74.60940665,78.77941821,-1,0
86,ชุมพร,3,135755,101286,95882,3303,2101,135580,101286,นายสุพล จุลใส,ภูมิใจไทย,135755,101287,135580,101287,94965,2633,3689,1,0.000736621,75.94334101,74.61014327,0,0
90,สงขลา,1,128135,97310,90673,3039,3598,129602,97310,นายสรรเพชญ บุญญามณี,ภูมิใจไทย,128135,97311,129603,97311,86955,2926,7430,1,0.000780427,76.19034468,75.94412143,0,0
90,สงขลา,2,108624,82761,78784,1830,2147,103680,82761,นายจูรี นุ่มแก้ว,ประชาธิปัตย์,108624,82759,103680,82759,78663,1411,2685,2,0.001841214,79.2769408,76.18850346,0,0
90,สงขลา,3,133682,105979,99690,2783,3506,135875,105979,นายสมยศ พลายด้วง,ภูมิใจไทย,133682,105979,135875,105979,93176,3394,9408,0,0,80.11499155,79.2769408,0,1
90,สงขลา,4,126618,101440,95827,3935,1678,128371,101440,นายชนนพัฒฐ์ นาคสั้ว,กล้าธรรม,126618,101440,128371,101440,95854,2640,2946,0,0,80.58795864,80.11499155,0,0
90,สงขลา,5,129703,104525,97917,3923,2685,131266,104525,นายวงศ์วชร ขาวทอง,กล้าธรรม,129703,104525,131266,104525,93808,3913,6804,0,0,60.24770943,80.58795864,0,0
90,สงขลา,6,155747,93834,88842,3164,1828,112350,93834,นายอนุกูล พฤกษานุศักดิ์,ภูมิใจไทย,115747,93834,112350,93834,88960,2352,2522,0,0,78.05419498,81.06819183,0,0
90,สงขลา,7,126580,98801,93037,4053,1711,124820,98801,นายณัฏฐ์ชนน ศรีก่อเกื้อ,ภูมิใจไทย,126580,98801,124820,98801,93120,2797,2884,0,0,82.98382812,78.05419498,0,0
90,สงขลา,8,120456,99959,94208,4014,1737,120360,99959,พล.ต.ต.สุรินทร์ ปาลาเร่,กล้าธรรม,120456,99959,120360,99959,94569,2563,2827,0,0,81.25266674,82.98382812,0,0
90,สงขลา,9,135934,110450,104388,3119,2943,137115,110450,นายศักดิ์สิทธิ์ ขาวทอง,ประชาธิปัตย์,135934,110450,137115,110450,100486,3170,6794,0,0,75.93420838,81.25266674,0,0
91,สตูล,1,116489,88455,81811,3570,3074,119998,88455,นายพีรพัฒน์ รัชกิจประการ,ภูมิใจไทย,116489,88455,119998,88455,81311,2515,4629,0,0,76.67899357,75.93420838,0,0
91,สตูล,2,129527,99320,92747,3464,3109,132818,99320,นายวรศิษฎ์ เลียงประสิทธิ์,ภูมิใจไทย,129527,99320,132818,99320,90555,3158,5607,0,0,79.92287628,76.67899357,0,0
